YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2019,12,1,7,12/1/2019 12:00:00 AM,9E,3397,11433,DTW,11042,CLE,2010,2015,5.00,5.00,0.00,0,26.00,2041,2105,12.00,2113,2117,4.00,4.00,0.00,0,0.00,,24.00,95.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,3495,11042,CLE,11433,DTW,0834,0835,1.00,1.00,0.00,0,9.00,0844,0906,5.00,0938,0911,-27.00,0.00,0.00,-2,0.00,,22.00,95.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,3498,11267,DAY,13487,MSP,1323,1333,10.00,10.00,0.00,0,15.00,1348,1420,8.00,1424,1428,4.00,4.00,0.00,0,0.00,,92.00,574.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,3498,13487,MSP,11267,DAY,0955,0953,-2.00,0.00,0.00,-1,51.00,1044,1308,4.00,1253,1312,19.00,19.00,1.00,1,0.00,,84.00,574.00,0.00,0.00,19.00,0.00,0.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5017,11042,CLE,10529,BDL,2148,,,,,,,,,,2321,,,,,,1.00,B,,476.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5021,11433,DTW,11042,CLE,1400,1510,70.00,70.00,1.00,4,36.00,1546,1611,9.00,1454,1620,86.00,86.00,1.00,5,0.00,,25.00,95.00,0.00,0.00,16.00,0.00,70.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5044,11267,DAY,11433,DTW,2038,2031,-7.00,0.00,0.00,-1,13.00,2044,2120,15.00,2149,2135,-14.00,0.00,0.00,-1,0.00,,36.00,166.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5044,11433,DTW,11267,DAY,1910,1906,-4.00,0.00,0.00,-1,16.00,1922,1952,5.00,2013,1957,-16.00,0.00,0.00,-2,0.00,,30.00,166.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5097,11042,CLE,11433,DTW,2055,2105,10.00,10.00,0.00,0,9.00,2114,2143,6.00,2155,2149,-6.00,0.00,0.00,-1,0.00,,29.00,95.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5098,10529,BDL,11042,CLE,0600,0553,-7.00,0.00,0.00,-1,16.00,0609,0751,8.00,0758,0759,1.00,1.00,0.00,0,0.00,,102.00,476.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5110,13487,MSP,11042,CLE,0845,0914,29.00,29.00,1.00,1,82.00,1036,1306,6.00,1147,1312,85.00,85.00,1.00,5,0.00,,90.00,622.00,29.00,0.00,56.00,0.00,0.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5127,11042,CLE,12478,JFK,1721,1757,36.00,36.00,1.00,2,25.00,1822,1938,19.00,1919,1957,38.00,38.00,1.00,2,0.00,,76.00,425.00,0.00,0.00,11.00,0.00,27.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5127,12478,JFK,11042,CLE,1442,1519,37.00,37.00,1.00,2,31.00,1550,1701,12.00,1646,1713,27.00,27.00,1.00,1,0.00,,71.00,425.00,0.00,14.00,0.00,0.00,13.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5133,11042,CLE,12478,JFK,0700,0659,-1.00,0.00,0.00,-1,31.00,0730,0838,15.00,0849,0853,4.00,4.00,0.00,0,0.00,,68.00,425.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5148,11267,DAY,11433,DTW,1834,1859,25.00,25.00,1.00,1,18.00,1917,1953,9.00,1949,2002,13.00,13.00,0.00,0,0.00,,36.00,166.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5149,12478,JFK,11042,CLE,1929,1951,22.00,22.00,1.00,1,63.00,2054,2204,8.00,2134,2212,38.00,38.00,1.00,2,0.00,,70.00,425.00,22.00,0.00,16.00,0.00,0.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5161,11433,DTW,11042,CLE,1740,1751,11.00,11.00,0.00,0,21.00,1812,1836,8.00,1842,1844,2.00,2.00,0.00,0,0.00,,24.00,95.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5166,10397,ATL,10874,CAK,0957,0953,-4.00,0.00,0.00,-1,15.00,1008,1117,5.00,1139,1122,-17.00,0.00,0.00,-2,0.00,,69.00,528.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5166,10874,CAK,10397,ATL,1214,1218,4.00,4.00,0.00,0,14.00,1232,1354,7.00,1420,1401,-19.00,0.00,0.00,-2,0.00,,82.00,528.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5182,13487,MSP,11267,DAY,1508,1505,-3.00,0.00,0.00,-1,59.00,1604,1831,7.00,1805,1838,33.00,33.00,1.00,2,0.00,,87.00,574.00,0.00,0.00,33.00,0.00,0.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5186,11267,DAY,13487,MSP,1750,1810,20.00,20.00,1.00,1,14.00,1824,1844,10.00,1858,1854,-4.00,0.00,0.00,-1,0.00,,80.00,574.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5237,11042,CLE,11433,DTW,1222,1348,86.00,86.00,1.00,5,14.00,1402,1428,8.00,1315,1436,81.00,81.00,1.00,5,0.00,,26.00,95.00,1.00,0.00,0.00,0.00,80.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5238,11066,CMH,13487,MSP,1222,1306,44.00,44.00,1.00,2,11.00,1317,1342,5.00,1325,1347,22.00,22.00,1.00,1,0.00,,85.00,626.00,0.00,0.00,0.00,0.00,22.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5238,13487,MSP,11066,CMH,0845,0840,-5.00,0.00,0.00,-1,80.00,1000,1234,4.00,1147,1238,51.00,51.00,1.00,3,0.00,,94.00,626.00,0.00,0.00,51.00,0.00,0.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5241,11042,CLE,12953,LGA,1138,1134,-4.00,0.00,0.00,-1,13.00,1147,1253,7.00,1316,1300,-16.00,0.00,0.00,-2,0.00,,66.00,419.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5241,12953,LGA,11042,CLE,0900,0857,-3.00,0.00,0.00,-1,37.00,0934,1047,5.00,1100,1052,-8.00,0.00,0.00,-1,0.00,,73.00,419.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5250,13487,MSP,11042,CLE,1456,1509,13.00,13.00,0.00,0,48.00,1557,1828,7.00,1800,1835,35.00,35.00,1.00,2,0.00,,91.00,622.00,0.00,0.00,22.00,0.00,13.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5259,11042,CLE,13487,MSP,0915,0929,14.00,14.00,0.00,0,10.00,0939,0959,26.00,1029,1025,-4.00,0.00,0.00,-1,0.00,,80.00,622.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5282,11066,CMH,13487,MSP,0939,0936,-3.00,0.00,0.00,-1,8.00,0944,1006,4.00,1044,1010,-34.00,0.00,0.00,-2,0.00,,82.00,626.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5302,11042,CLE,11433,DTW,1835,1902,27.00,27.00,1.00,1,7.00,1909,1935,9.00,1939,1944,5.00,5.00,0.00,0,0.00,,26.00,95.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5304,13487,MSP,11066,CMH,1520,1543,23.00,23.00,1.00,1,118.00,1741,2011,3.00,1820,2014,114.00,114.00,1.00,7,0.00,,90.00,626.00,0.00,0.00,91.00,0.00,23.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5307,10397,ATL,10874,CAK,1455,1454,-1.00,0.00,0.00,-1,14.00,1508,1620,6.00,1634,1626,-8.00,0.00,0.00,-1,0.00,,72.00,528.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5307,10874,CAK,10397,ATL,1709,1705,-4.00,0.00,0.00,-1,10.00,1715,1841,8.00,1912,1849,-23.00,0.00,0.00,-2,0.00,,86.00,528.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5313,11433,DTW,11267,DAY,1615,1655,40.00,40.00,1.00,2,12.00,1707,1738,5.00,1721,1743,22.00,22.00,1.00,1,0.00,,31.00,166.00,0.00,0.00,0.00,0.00,22.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5332,14492,RDU,11066,CMH,0730,0730,0.00,0.00,0.00,0,17.00,0747,0843,4.00,0859,0847,-12.00,0.00,0.00,-1,0.00,,56.00,362.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5356,11042,CLE,12953,LGA,1430,1612,102.00,102.00,1.00,6,20.00,1632,1744,6.00,1615,1750,95.00,95.00,1.00,6,0.00,,72.00,419.00,0.00,0.00,4.00,0.00,91.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5356,12953,LGA,11042,CLE,1159,1311,72.00,72.00,1.00,4,69.00,1420,1527,6.00,1354,1533,99.00,99.00,1.00,6,0.00,,67.00,419.00,0.00,0.00,27.00,0.00,72.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5367,11042,CLE,12953,LGA,1920,,,,,,,,,,2109,,,,,,1.00,C,,419.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5369,11042,CLE,13487,MSP,1539,1741,122.00,122.00,1.00,8,36.00,1817,1840,10.00,1650,1850,120.00,120.00,1.00,8,0.00,,83.00,622.00,101.00,0.00,0.00,0.00,19.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5384,11066,CMH,14492,RDU,1859,2048,109.00,109.00,1.00,7,8.00,2056,2149,8.00,2021,2157,96.00,96.00,1.00,6,0.00,,53.00,362.00,0.00,0.00,0.00,0.00,96.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5397,11042,CLE,12478,JFK,1048,1048,0.00,0.00,0.00,0,20.00,1108,1221,7.00,1224,1228,4.00,4.00,0.00,0,0.00,,73.00,425.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5397,12478,JFK,11042,CLE,0811,0813,2.00,2.00,0.00,0,38.00,0851,1004,6.00,1013,1010,-3.00,0.00,0.00,-1,0.00,,73.00,425.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5404,12953,LGA,11042,CLE,1725,1833,68.00,68.00,1.00,4,44.00,1917,2025,6.00,1920,2031,71.00,71.00,1.00,4,0.00,,68.00,419.00,3.00,0.00,3.00,0.00,65.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5415,11042,CLE,12478,JFK,1451,1551,60.00,60.00,1.00,4,15.00,1606,1720,7.00,1640,1727,47.00,47.00,1.00,3,0.00,,74.00,425.00,0.00,0.00,0.00,0.00,47.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5415,12478,JFK,11042,CLE,1220,1335,75.00,75.00,1.00,5,24.00,1359,1510,6.00,1416,1516,60.00,60.00,1.00,4,0.00,,71.00,425.00,13.00,0.00,0.00,0.00,47.00
2019,12,1,7,12/1/2019 12:00:00 AM,9E,5498,11433,DTW,11042,CLE,0730,0803,33.00,33.00,1.00,2,16.00,0819,0843,8.00,0831,0851,20.00,20.00,1.00,1,0.00,,24.00,95.00,0.00,0.00,0.00,0.00,20.00
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1226,11042,CLE,11057,CLT,1913,1907,-6.00,0.00,0.00,-1,13.00,1920,2026,9.00,2105,2035,-30.00,0.00,0.00,-2,0.00,,66.00,430.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1226,11057,CLT,11042,CLE,1651,1644,-7.00,0.00,0.00,-1,18.00,1702,1809,8.00,1828,1817,-11.00,0.00,0.00,-1,0.00,,67.00,430.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1257,11066,CMH,11298,DFW,1109,1105,-4.00,0.00,0.00,-1,15.00,1120,1241,9.00,1301,1250,-11.00,0.00,0.00,-1,0.00,,141.00,926.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1257,11298,DFW,11066,CMH,0707,0659,-8.00,0.00,0.00,-1,19.00,0718,1013,9.00,1029,1022,-7.00,0.00,0.00,-1,0.00,,115.00,926.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1328,11066,CMH,12892,LAX,0752,0751,-1.00,0.00,0.00,-1,9.00,0800,0945,6.00,1009,0951,-18.00,0.00,0.00,-2,0.00,,285.00,1995.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1492,11066,CMH,11298,DFW,1425,1423,-2.00,0.00,0.00,-1,14.00,1437,1559,5.00,1618,1604,-14.00,0.00,0.00,-1,0.00,,142.00,926.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1492,11298,DFW,11066,CMH,1021,1018,-3.00,0.00,0.00,-1,11.00,1029,1319,7.00,1339,1326,-13.00,0.00,0.00,-1,0.00,,110.00,926.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1541,11042,CLE,11298,DFW,1455,1449,-6.00,0.00,0.00,-1,10.00,1459,1625,10.00,1704,1635,-29.00,0.00,0.00,-2,0.00,,146.00,1021.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1541,11298,DFW,11042,CLE,1036,1031,-5.00,0.00,0.00,-1,20.00,1051,1351,7.00,1411,1358,-13.00,0.00,0.00,-1,0.00,,120.00,1021.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1583,11066,CMH,11298,DFW,0742,0737,-5.00,0.00,0.00,-1,18.00,0755,0932,16.00,0945,0948,3.00,3.00,0.00,0,0.00,,157.00,926.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1590,11042,CLE,11298,DFW,0700,0700,0.00,0.00,0.00,0,23.00,0723,0906,11.00,0914,0917,3.00,3.00,0.00,0,0.00,,163.00,1021.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1607,11298,DFW,11042,CLE,2025,2020,-5.00,0.00,0.00,-1,10.00,2030,2337,6.00,2356,2343,-13.00,0.00,0.00,-1,0.00,,127.00,1021.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1699,11042,CLE,11057,CLT,1034,1123,49.00,49.00,1.00,3,15.00,1138,1247,7.00,1225,1254,29.00,29.00,1.00,1,0.00,,69.00,430.00,2.00,0.00,0.00,0.00,27.00
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1699,11057,CLT,11042,CLE,0803,0915,72.00,72.00,1.00,4,13.00,0928,1028,7.00,0947,1035,48.00,48.00,1.00,3,0.00,,60.00,430.00,0.00,0.00,0.00,0.00,48.00
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1762,14107,PHX,11066,CMH,0940,0931,-9.00,0.00,0.00,-1,15.00,0946,1501,5.00,1522,1506,-16.00,0.00,0.00,-2,0.00,,195.00,1670.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1772,11042,CLE,14100,PHL,0531,0551,20.00,20.00,1.00,1,18.00,0609,0706,11.00,0706,0717,11.00,11.00,0.00,0,0.00,,57.00,363.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1792,11066,CMH,14107,PHX,1811,1813,2.00,2.00,0.00,0,14.00,1827,2021,2.00,2038,2023,-15.00,0.00,0.00,-1,0.00,,234.00,1670.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,1958,11066,CMH,14107,PHX,0717,0712,-5.00,0.00,0.00,-1,14.00,0726,0923,5.00,1002,0928,-34.00,0.00,0.00,-2,0.00,,237.00,1670.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2058,11042,CLE,11057,CLT,0500,0459,-1.00,0.00,0.00,-1,28.00,0527,0647,6.00,0652,0653,1.00,1.00,0.00,0,0.00,,80.00,430.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2102,11066,CMH,12892,LAX,1605,1602,-3.00,0.00,0.00,-1,9.00,1611,1748,11.00,1810,1759,-11.00,0.00,0.00,-1,0.00,,277.00,1995.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2109,11057,CLT,11042,CLE,2025,2024,-1.00,0.00,0.00,-1,16.00,2040,2143,5.00,2202,2148,-14.00,0.00,0.00,-1,0.00,,63.00,430.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2207,11298,DFW,11066,CMH,1852,1846,-6.00,0.00,0.00,-1,20.00,1906,2157,15.00,2216,2212,-4.00,0.00,0.00,-1,0.00,,111.00,926.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2236,11066,CMH,11298,DFW,1938,1937,-1.00,0.00,0.00,-1,12.00,1949,2107,7.00,2131,2114,-17.00,0.00,0.00,-2,0.00,,138.00,926.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2236,11298,DFW,11066,CMH,1535,1530,-5.00,0.00,0.00,-1,14.00,1544,1837,6.00,1853,1843,-10.00,0.00,0.00,-1,0.00,,113.00,926.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2284,11298,DFW,11066,CMH,2035,2033,-2.00,0.00,0.00,-1,18.00,2051,2348,12.00,2354,2400,6.00,6.00,0.00,0,0.00,,117.00,926.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2303,14100,PHL,11042,CLE,2120,2115,-5.00,0.00,0.00,-1,18.00,2133,2231,6.00,2253,2237,-16.00,0.00,0.00,-2,0.00,,58.00,363.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2331,11042,CLE,11298,DFW,1135,1132,-3.00,0.00,0.00,-1,10.00,1142,1318,4.00,1342,1322,-20.00,0.00,0.00,-2,0.00,,156.00,1021.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2331,11298,DFW,11042,CLE,0710,0704,-6.00,0.00,0.00,-1,22.00,0726,1027,8.00,1044,1035,-9.00,0.00,0.00,-1,0.00,,121.00,1021.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2380,11066,CMH,11298,DFW,0600,0550,-10.00,0.00,0.00,-1,13.00,0603,0725,13.00,0803,0738,-25.00,0.00,0.00,-2,0.00,,142.00,926.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2480,11042,CLE,11298,DFW,1915,1914,-1.00,0.00,0.00,-1,12.00,1926,2050,15.00,2123,2105,-18.00,0.00,0.00,-2,0.00,,144.00,1021.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2480,11298,DFW,11042,CLE,1448,1445,-3.00,0.00,0.00,-1,17.00,1502,1806,9.00,1822,1815,-7.00,0.00,0.00,-1,0.00,,124.00,1021.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2496,11042,CLE,11298,DFW,0530,0600,30.00,30.00,1.00,2,14.00,0614,0800,8.00,0743,0808,25.00,25.00,1.00,1,0.00,,166.00,1021.00,0.00,25.00,0.00,0.00,0.00
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2515,11298,DFW,11042,CLE,1827,1830,3.00,3.00,0.00,0,18.00,1848,2156,9.00,2203,2205,2.00,2.00,0.00,0,0.00,,128.00,1021.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,2839,11057,CLT,11042,CLE,2236,2245,9.00,9.00,0.00,0,9.00,2254,2355,6.00,0011,0001,-10.00,0.00,0.00,-1,0.00,,61.00,430.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,492,14107,PHX,11066,CMH,1955,1955,0.00,0.00,0.00,0,19.00,2014,0129,5.00,0134,0134,0.00,0.00,0.00,0,0.00,,195.00,1670.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,552,12892,LAX,11066,CMH,1003,1028,25.00,25.00,1.00,1,12.00,1040,1721,5.00,1723,1726,3.00,3.00,0.00,0,0.00,,221.00,1995.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,646,12892,LAX,11066,CMH,1715,1708,-7.00,0.00,0.00,-1,14.00,1722,0010,10.00,0031,0020,-11.00,0.00,0.00,-1,0.00,,228.00,1995.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,AA,769,11042,CLE,11057,CLT,0621,0647,26.00,26.00,1.00,1,15.00,0702,0821,11.00,0815,0832,17.00,17.00,1.00,1,0.00,,79.00,430.00,0.00,17.00,0.00,0.00,0.00
2019,12,1,7,12/1/2019 12:00:00 AM,AA,99,11042,CLE,11057,CLT,1526,1603,37.00,37.00,1.00,2,11.00,1614,1721,14.00,1715,1735,20.00,20.00,1.00,1,0.00,,67.00,430.00,0.00,0.00,0.00,0.00,20.00
2019,12,1,7,12/1/2019 12:00:00 AM,AA,99,11057,CLT,11042,CLE,1304,1356,52.00,52.00,1.00,3,12.00,1408,1514,7.00,1438,1521,43.00,43.00,1.00,2,0.00,,66.00,430.00,10.00,0.00,0.00,0.00,33.00
2019,12,1,7,12/1/2019 12:00:00 AM,AS,1692,14747,SEA,11066,CMH,0955,0953,-2.00,0.00,0.00,-1,39.00,1032,1739,5.00,1722,1744,22.00,22.00,1.00,1,0.00,,247.00,2016.00,0.00,0.00,22.00,0.00,0.00
2019,12,1,7,12/1/2019 12:00:00 AM,AS,1693,11066,CMH,14747,SEA,1815,1823,8.00,8.00,0.00,0,8.00,1831,1953,14.00,2023,2007,-16.00,0.00,0.00,-2,0.00,,262.00,2016.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,B6,1258,11697,FLL,11042,CLE,2146,2136,-10.00,0.00,0.00,-1,17.00,2153,0014,6.00,0032,0020,-12.00,0.00,0.00,-1,0.00,,141.00,1062.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,B6,1840,11042,CLE,10721,BOS,0503,0501,-2.00,0.00,0.00,-1,17.00,0518,0634,7.00,0644,0641,-3.00,0.00,0.00,-1,0.00,,76.00,563.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,B6,1841,10721,BOS,11042,CLE,2125,0004,159.00,159.00,1.00,10,11.00,0015,0136,8.00,2326,0144,138.00,138.00,1.00,9,0.00,,81.00,563.00,124.00,0.00,0.00,0.00,14.00
2019,12,1,7,12/1/2019 12:00:00 AM,B6,2940,11042,CLE,10721,BOS,1220,1256,36.00,36.00,1.00,2,9.00,1305,1430,7.00,1357,1437,40.00,40.00,1.00,2,0.00,,85.00,563.00,0.00,0.00,23.00,0.00,17.00
2019,12,1,7,12/1/2019 12:00:00 AM,B6,2941,10721,BOS,11042,CLE,0930,1006,36.00,36.00,1.00,2,19.00,1025,1200,7.00,1134,1207,33.00,33.00,1.00,2,0.00,,95.00,563.00,33.00,0.00,0.00,0.00,0.00
2019,12,1,7,12/1/2019 12:00:00 AM,B6,440,11042,CLE,10721,BOS,0914,0933,19.00,19.00,1.00,1,10.00,0943,1106,5.00,1052,1111,19.00,19.00,1.00,1,0.00,,83.00,563.00,7.00,0.00,0.00,0.00,12.00
2019,12,1,7,12/1/2019 12:00:00 AM,B6,441,10721,BOS,11042,CLE,0635,0630,-5.00,0.00,0.00,-1,39.00,0709,0847,9.00,0837,0856,19.00,19.00,1.00,1,0.00,,98.00,563.00,0.00,0.00,19.00,0.00,0.00
2019,12,1,7,12/1/2019 12:00:00 AM,B6,640,11042,CLE,10721,BOS,1845,1937,52.00,52.00,1.00,3,16.00,1953,2115,9.00,2025,2124,59.00,59.00,1.00,3,0.00,,82.00,563.00,0.00,0.00,59.00,0.00,0.00
2019,12,1,7,12/1/2019 12:00:00 AM,B6,641,10721,BOS,11042,CLE,1559,1609,10.00,10.00,0.00,0,15.00,1624,1757,13.00,1805,1810,5.00,5.00,0.00,0,0.00,,93.00,563.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,B6,657,11042,CLE,11697,FLL,0630,0704,34.00,34.00,1.00,2,24.00,0728,1005,8.00,0923,1013,50.00,50.00,1.00,3,0.00,,157.00,1062.00,34.00,0.00,16.00,0.00,0.00
2019,12,1,7,12/1/2019 12:00:00 AM,C5,4881,10874,CAK,11618,EWR,1330,1602,152.00,152.00,1.00,10,11.00,1613,1744,70.00,1519,1854,215.00,215.00,1.00,12,0.00,,91.00,382.00,0.00,0.00,189.00,0.00,26.00
2019,12,1,7,12/1/2019 12:00:00 AM,C5,4883,11278,DCA,11042,CLE,1530,1520,-10.00,0.00,0.00,-1,12.00,1532,1622,8.00,1653,1630,-23.00,0.00,0.00,-2,0.00,,50.00,310.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,C5,4886,11618,EWR,10874,CAK,1120,1154,34.00,34.00,1.00,2,32.00,1226,1328,4.00,1300,1332,32.00,32.00,1.00,2,0.00,,62.00,382.00,14.00,0.00,0.00,0.00,18.00
2019,12,1,7,12/1/2019 12:00:00 AM,C5,4894,11618,EWR,10874,CAK,2059,0243,344.00,344.00,1.00,12,12.00,0255,0351,8.00,2246,0359,313.00,313.00,1.00,12,0.00,,56.00,382.00,12.00,0.00,0.00,0.00,301.00
2019,12,1,7,12/1/2019 12:00:00 AM,C5,4899,11042,CLE,11278,DCA,1325,1321,-4.00,0.00,0.00,-1,17.00,1338,1440,3.00,1450,1443,-7.00,0.00,0.00,-1,0.00,,62.00,310.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,C5,4901,11278,DCA,11042,CLE,0615,0609,-6.00,0.00,0.00,-1,21.00,0630,0734,6.00,0738,0740,2.00,2.00,0.00,0,0.00,,64.00,310.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,C5,4917,11042,CLE,11278,DCA,0831,0827,-4.00,0.00,0.00,-1,14.00,0841,0936,10.00,0956,0946,-10.00,0.00,0.00,-1,0.00,,55.00,310.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,C5,4927,11042,CLE,12264,IAD,1507,1707,120.00,120.00,1.00,8,12.00,1719,1813,8.00,1620,1821,121.00,121.00,1.00,8,0.00,,54.00,288.00,6.00,0.00,1.00,0.00,114.00
2019,12,1,7,12/1/2019 12:00:00 AM,C5,4948,10874,CAK,11618,EWR,0600,0558,-2.00,0.00,0.00,-1,22.00,0620,0719,7.00,0747,0726,-21.00,0.00,0.00,-2,0.00,,59.00,382.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,C5,4952,11066,CMH,12264,IAD,1945,1950,5.00,5.00,0.00,0,18.00,2008,2101,8.00,2109,2109,0.00,0.00,0.00,0,0.00,,53.00,299.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,C5,4955,12264,IAD,11066,CMH,1740,1733,-7.00,0.00,0.00,-1,30.00,1803,1902,8.00,1905,1910,5.00,5.00,0.00,0,0.00,,59.00,299.00,,,,,
2019,12,1,7,12/1/2019 12:00:00 AM,C5,4990,11066,CMH,11618,EWR,1730,2045,195.00,195.00,1.00,12,23.00,2108,2245,18.00,1932,2303,211.00,211.00,1.00,12,0.00,,97.00,463.00,0.00,0.00,100.00,0.00,111.00
