T_ONTIME_MARKETING 4
YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3477,12266,IAH,11042,CLE,745,739,-6.00,0.00,0.00,-1,30.00,809,1115,8.00,1137,1123,-14.00,0.00,0.00,-1,0.00,,126.00,1091.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3482,11618,EWR,11066,CMH,1930,2058,88.00,88.00,1.00,5,30.00,2128,2245,5.00,2124,2250,86.00,86.00,1.00,5,0.00,,77.00,463.00,86.00,0.00,0.00,0.00,0.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3494,12266,IAH,11066,CMH,1422,1419,-3.00,0.00,0.00,-1,19.00,1438,1734,10.00,1758,1744,-14.00,0.00,0.00,-1,0.00,,116.00,986.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3506,11066,CMH,12266,IAH,649,645,-4.00,0.00,0.00,-1,14.00,659,854,7.00,853,901,8.00,8.00,0.00,0,0.00,,175.00,986.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3515,11066,CMH,11618,EWR,600,550,-10.00,0.00,0.00,-1,11.00,601,707,9.00,745,716,-29.00,0.00,0.00,-2,0.00,,66.00,463.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3582,11066,CMH,11618,EWR,1836,2050,134.00,134.00,1.00,8,17.00,2107,2219,22.00,2030,2241,131.00,131.00,1.00,8,0.00,,72.00,463.00,0.00,0.00,131.00,0.00,0.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3613,13930,ORD,11066,CMH,1755,1753,-2.00,0.00,0.00,-1,29.00,1822,2016,7.00,2018,2023,5.00,5.00,0.00,0,0.00,,54.00,296.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3617,11066,CMH,13930,ORD,815,813,-2.00,0.00,0.00,-1,10.00,823,822,12.00,850,834,-16.00,0.00,0.00,-2,0.00,,59.00,296.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3660,11042,CLE,13930,ORD,1620,1614,-6.00,0.00,0.00,-1,13.00,1627,1629,14.00,1646,1643,-3.00,0.00,0.00,-1,0.00,,62.00,315.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3678,13930,ORD,11042,CLE,1250,1243,-7.00,0.00,0.00,-1,15.00,1258,1447,38.00,1509,1525,16.00,16.00,1.00,1,0.00,,49.00,315.00,0.00,0.00,16.00,0.00,0.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3702,11042,CLE,12266,IAH,630,625,-5.00,0.00,0.00,-1,12.00,637,838,10.00,849,848,-1.00,0.00,0.00,-1,0.00,,181.00,1091.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3709,13930,ORD,11066,CMH,2125,2121,-4.00,0.00,0.00,-1,41.00,2202,2358,5.00,2343,3,20.00,20.00,1.00,1,0.00,,56.00,296.00,0.00,0.00,20.00,0.00,0.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,3730,12266,IAH,11042,CLE,1157,1151,-6.00,0.00,0.00,-1,30.00,1221,1526,7.00,1548,1533,-15.00,0.00,0.00,-1,0.00,,125.00,1091.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4404,11066,CMH,11057,CLT,700,657,-3.00,0.00,0.00,-1,13.00,710,816,11.00,841,827,-14.00,0.00,0.00,-1,0.00,,66.00,347.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4412,11066,CMH,11278,DCA,940,934,-6.00,0.00,0.00,-1,12.00,946,1048,4.00,1059,1052,-7.00,0.00,0.00,-1,0.00,,62.00,323.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4412,11278,DCA,11066,CMH,744,737,-7.00,0.00,0.00,-1,18.00,755,858,6.00,910,904,-6.00,0.00,0.00,-1,0.00,,63.00,323.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4420,11066,CMH,14100,PHL,555,545,-10.00,0.00,0.00,-1,20.00,605,712,5.00,735,717,-18.00,0.00,0.00,-2,0.00,,67.00,406.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4425,11066,CMH,14100,PHL,1522,1601,39.00,39.00,1.00,2,18.00,1619,1728,6.00,1715,1734,19.00,19.00,1.00,1,0.00,,69.00,406.00,1.00,0.00,0.00,0.00,18.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4425,14100,PHL,11066,CMH,1313,1510,117.00,117.00,1.00,7,22.00,1532,1652,11.00,1452,1703,131.00,131.00,1.00,8,0.00,,80.00,406.00,0.00,0.00,14.00,0.00,117.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4426,11066,CMH,14100,PHL,1753,1746,-7.00,0.00,0.00,-1,12.00,1758,1859,9.00,1935,1908,-27.00,0.00,0.00,-2,0.00,,61.00,406.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4445,14100,PHL,11066,CMH,1530,1527,-3.00,0.00,0.00,-1,18.00,1545,1706,5.00,1717,1711,-6.00,0.00,0.00,-1,0.00,,81.00,406.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4448,14100,PHL,11066,CMH,1745,1737,-8.00,0.00,0.00,-1,24.00,1801,1912,6.00,1936,1918,-18.00,0.00,0.00,-2,0.00,,71.00,406.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4450,11066,CMH,11278,DCA,1600,1727,87.00,87.00,1.00,5,19.00,1746,1840,8.00,1719,1848,89.00,89.00,1.00,5,0.00,,54.00,323.00,0.00,0.00,2.00,0.00,87.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4450,11278,DCA,11066,CMH,1355,1355,0.00,0.00,0.00,0,22.00,1417,1523,5.00,1528,1528,0.00,0.00,0.00,0,0.00,,66.00,323.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4452,14100,PHL,11066,CMH,2043,2052,9.00,9.00,0.00,0,29.00,2121,2229,8.00,2229,2237,8.00,8.00,0.00,0,0.00,,68.00,406.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4456,11066,CMH,11278,DCA,541,541,0.00,0.00,0.00,0,15.00,556,643,4.00,658,647,-11.00,0.00,0.00,-1,0.00,,47.00,323.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4461,11066,CMH,11057,CLT,1757,1752,-5.00,0.00,0.00,-1,13.00,1805,1910,8.00,1930,1918,-12.00,0.00,0.00,-1,0.00,,65.00,347.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4470,11057,CLT,11066,CMH,912,909,-3.00,0.00,0.00,-1,11.00,920,1016,11.00,1036,1027,-9.00,0.00,0.00,-1,0.00,,56.00,347.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4470,11066,CMH,11057,CLT,1106,1103,-3.00,0.00,0.00,-1,13.00,1116,1215,5.00,1239,1220,-19.00,0.00,0.00,-2,0.00,,59.00,347.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4476,11057,CLT,11066,CMH,1606,1600,-6.00,0.00,0.00,-1,20.00,1620,1714,5.00,1726,1719,-7.00,0.00,0.00,-1,0.00,,54.00,347.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4480,11066,CMH,12953,LGA,2006,1953,-13.00,0.00,0.00,-1,25.00,2018,2139,5.00,2151,2144,-7.00,0.00,0.00,-1,0.00,,81.00,479.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4488,11057,CLT,11066,CMH,2000,1953,-7.00,0.00,0.00,-1,13.00,2006,2058,6.00,2124,2104,-20.00,0.00,0.00,-2,0.00,,52.00,347.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4521,11066,CMH,11278,DCA,1440,1437,-3.00,0.00,0.00,-1,12.00,1449,1547,7.00,1602,1554,-8.00,0.00,0.00,-1,0.00,,58.00,323.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4521,11278,DCA,11066,CMH,1200,1155,-5.00,0.00,0.00,-1,17.00,1212,1318,13.00,1327,1331,4.00,4.00,0.00,0,0.00,,66.00,323.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4528,11066,CMH,12953,LGA,1219,1208,-11.00,0.00,0.00,-1,26.00,1234,1350,5.00,1400,1355,-5.00,0.00,0.00,-1,0.00,,76.00,479.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4528,12953,LGA,11066,CMH,900,857,-3.00,0.00,0.00,-1,28.00,925,1056,15.00,1058,1111,13.00,13.00,0.00,0,0.00,,91.00,479.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4559,11066,CMH,14100,PHL,822,820,-2.00,0.00,0.00,-1,15.00,835,941,12.00,1000,953,-7.00,0.00,0.00,-1,0.00,,66.00,406.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4586,11066,CMH,11278,DCA,755,747,-8.00,0.00,0.00,-1,14.00,801,852,19.00,922,911,-11.00,0.00,0.00,-1,0.00,,51.00,323.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4645,12953,LGA,11066,CMH,559,559,0.00,0.00,0.00,0,16.00,615,746,9.00,752,755,3.00,3.00,0.00,0,0.00,,91.00,479.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4691,11278,DCA,11066,CMH,2200,2156,-4.00,0.00,0.00,-1,15.00,2211,2311,10.00,2325,2321,-4.00,0.00,0.00,-1,0.00,,60.00,323.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4704,11278,DCA,11066,CMH,1930,1927,-3.00,0.00,0.00,-1,16.00,1943,2044,4.00,2056,2048,-8.00,0.00,0.00,-1,0.00,,61.00,323.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4719,11057,CLT,11066,CMH,1147,1142,-5.00,0.00,0.00,-1,17.00,1159,1257,6.00,1320,1303,-17.00,0.00,0.00,-2,0.00,,58.00,347.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4719,11066,CMH,11057,CLT,1356,1349,-7.00,0.00,0.00,-1,14.00,1403,1505,9.00,1530,1514,-16.00,0.00,0.00,-2,0.00,,62.00,347.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4725,11057,CLT,11066,CMH,731,729,-2.00,0.00,0.00,-1,16.00,745,841,8.00,859,849,-10.00,0.00,0.00,-1,0.00,,56.00,347.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,4725,11066,CMH,11057,CLT,929,924,-5.00,0.00,0.00,-1,10.00,934,1034,11.00,1107,1045,-22.00,0.00,0.00,-2,0.00,,60.00,347.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5873,11042,CLE,12478,JFK,1555,1717,82.00,82.00,1.00,5,18.00,1735,1900,18.00,1735,1918,103.00,103.00,1.00,6,0.00,,85.00,425.00,66.00,0.00,21.00,0.00,16.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5881,12478,JFK,11042,CLE,1329,1450,81.00,81.00,1.00,5,31.00,1521,1646,10.00,1525,1656,91.00,91.00,1.00,6,0.00,,85.00,425.00,72.00,0.00,15.00,0.00,4.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5893,11066,CMH,10721,BOS,1226,1326,60.00,60.00,1.00,4,9.00,1335,1509,6.00,1420,1515,55.00,55.00,1.00,3,0.00,,94.00,640.00,53.00,0.00,0.00,0.00,2.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5894,10721,BOS,11066,CMH,1500,1553,53.00,53.00,1.00,3,26.00,1619,1816,5.00,1728,1821,53.00,53.00,1.00,3,0.00,,117.00,640.00,52.00,0.00,0.00,0.00,1.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5895,12953,LGA,11066,CMH,1320,1508,108.00,108.00,1.00,7,22.00,1530,1701,5.00,1525,1706,101.00,101.00,1.00,6,0.00,,91.00,479.00,75.00,0.00,26.00,0.00,0.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5903,11066,CMH,12953,LGA,1910,1858,-12.00,0.00,0.00,-1,16.00,1914,2028,6.00,2101,2034,-27.00,0.00,0.00,-2,0.00,,74.00,479.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5905,11066,CMH,12953,LGA,1555,1729,94.00,94.00,1.00,6,17.00,1746,1905,13.00,1742,1918,96.00,96.00,1.00,6,0.00,,79.00,479.00,94.00,0.00,2.00,0.00,0.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5906,11066,CMH,12478,JFK,1758,1857,59.00,59.00,1.00,3,18.00,1915,2052,11.00,2005,2103,58.00,58.00,1.00,3,0.00,,97.00,483.00,52.00,6.00,0.00,0.00,0.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5909,10721,BOS,11066,CMH,926,1024,58.00,58.00,1.00,3,15.00,1039,1250,3.00,1152,1253,61.00,61.00,1.00,4,0.00,,131.00,640.00,56.00,0.00,3.00,0.00,2.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5932,11066,CMH,10721,BOS,612,605,-7.00,0.00,0.00,-1,14.00,619,741,10.00,804,751,-13.00,0.00,0.00,-1,0.00,,82.00,640.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5935,12478,JFK,11066,CMH,2029,2023,-6.00,0.00,0.00,-1,13.00,2036,2156,4.00,2235,2200,-35.00,0.00,0.00,-2,0.00,,80.00,483.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5944,12478,JFK,11066,CMH,1445,1441,-4.00,0.00,0.00,-1,34.00,1515,1645,4.00,1651,1649,-2.00,0.00,0.00,-1,0.00,,90.00,483.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5947,12478,JFK,11066,CMH,940,932,-8.00,0.00,0.00,-1,21.00,953,1124,9.00,1144,1133,-11.00,0.00,0.00,-1,0.00,,91.00,483.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5951,11066,CMH,11433,DTW,1344,1344,0.00,0.00,0.00,0,24.00,1408,1449,6.00,1459,1455,-4.00,0.00,0.00,-1,0.00,,41.00,155.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5966,11066,CMH,14492,RDU,602,549,-13.00,0.00,0.00,-1,9.00,558,653,8.00,730,701,-29.00,0.00,0.00,-2,0.00,,55.00,362.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5984,12478,JFK,11042,CLE,1512,1508,-4.00,0.00,0.00,-1,23.00,1531,1655,6.00,1723,1701,-22.00,0.00,0.00,-2,0.00,,84.00,425.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5987,11042,CLE,12478,JFK,1758,1746,-12.00,0.00,0.00,-1,27.00,1813,1923,34.00,1949,1957,8.00,8.00,0.00,0,0.00,,70.00,425.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5997,11066,CMH,12478,JFK,1214,1214,0.00,0.00,0.00,0,24.00,1238,1401,20.00,1405,1421,16.00,16.00,1.00,1,0.00,,83.00,483.00,0.00,0.00,16.00,0.00,0.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5998,11433,DTW,11066,CMH,2220,2213,-7.00,0.00,0.00,-1,12.00,2225,2259,4.00,2336,2303,-33.00,0.00,0.00,-2,0.00,,34.00,155.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,5999,11066,CMH,12478,JFK,655,648,-7.00,0.00,0.00,-1,14.00,702,821,14.00,859,835,-24.00,0.00,0.00,-2,0.00,,79.00,483.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6013,11066,CMH,12953,LGA,610,606,-4.00,0.00,0.00,-1,12.00,618,731,12.00,756,743,-13.00,0.00,0.00,-1,0.00,,73.00,479.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6015,11066,CMH,12953,LGA,735,730,-5.00,0.00,0.00,-1,18.00,748,905,8.00,930,913,-17.00,0.00,0.00,-2,0.00,,77.00,479.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6016,12953,LGA,11066,CMH,1100,1120,20.00,20.00,1.00,1,18.00,1138,1309,4.00,1314,1313,-1.00,0.00,0.00,-1,0.00,,91.00,479.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6021,14492,RDU,11066,CMH,1958,2000,2.00,2.00,0.00,0,21.00,2021,2120,4.00,2123,2124,1.00,1.00,0.00,0,0.00,,59.00,362.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6038,12953,LGA,11066,CMH,1552,1558,6.00,6.00,0.00,0,36.00,1634,1802,7.00,1801,1809,8.00,8.00,0.00,0,0.00,,88.00,479.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6044,11433,DTW,11066,CMH,2010,2010,0.00,0.00,0.00,0,30.00,2040,2114,4.00,2129,2118,-11.00,0.00,0.00,-1,0.00,,34.00,155.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6049,10721,BOS,11066,CMH,1959,1949,-10.00,0.00,0.00,-1,28.00,2017,2204,7.00,2227,2211,-16.00,0.00,0.00,-2,0.00,,107.00,640.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6054,11066,CMH,12953,LGA,1120,1146,26.00,26.00,1.00,1,13.00,1159,1315,9.00,1305,1324,19.00,19.00,1.00,1,0.00,,76.00,479.00,16.00,0.00,0.00,0.00,3.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6068,12953,LGA,11066,CMH,836,909,33.00,33.00,1.00,2,31.00,940,1111,8.00,1050,1119,29.00,29.00,1.00,1,0.00,,91.00,479.00,24.00,0.00,0.00,0.00,5.00
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6075,11066,CMH,12953,LGA,915,912,-3.00,0.00,0.00,-1,7.00,919,1037,14.00,1108,1051,-17.00,0.00,0.00,-2,0.00,,78.00,479.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6095,12953,LGA,11066,CMH,2011,2000,-11.00,0.00,0.00,-1,22.00,2022,2144,3.00,2214,2147,-27.00,0.00,0.00,-2,0.00,,82.00,479.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6105,11066,CMH,10721,BOS,1722,1718,-4.00,0.00,0.00,-1,9.00,1727,1853,7.00,1919,1900,-19.00,0.00,0.00,-2,0.00,,86.00,640.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6124,12953,LGA,11066,CMH,1820,1813,-7.00,0.00,0.00,-1,47.00,1900,2025,5.00,2024,2030,6.00,6.00,0.00,0,0.00,,85.00,479.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,YX,6128,11066,CMH,11433,DTW,624,636,12.00,12.00,0.00,0,13.00,649,725,7.00,741,732,-9.00,0.00,0.00,-1,0.00,,36.00,155.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3782,11267,DAY,12264,IAD,945,938,-7.00,0.00,0.00,-1,14.00,952,1047,8.00,1108,1055,-13.00,0.00,0.00,-1,0.00,,55.00,368.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3798,10874,CAK,13930,ORD,1724,1722,-2.00,0.00,0.00,-1,16.00,1738,1744,15.00,1757,1759,2.00,2.00,0.00,0,0.00,,66.00,343.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3811,13930,ORD,11267,DAY,757,754,-3.00,0.00,0.00,-1,42.00,836,1018,3.00,1012,1021,9.00,9.00,0.00,0,0.00,,42.00,240.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3812,11267,DAY,13930,ORD,735,736,1.00,1.00,0.00,0,31.00,807,806,9.00,804,815,11.00,11.00,0.00,0,0.00,,59.00,240.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3812,13930,ORD,11267,DAY,1150,1142,-8.00,0.00,0.00,-1,20.00,1202,1349,5.00,1405,1354,-11.00,0.00,0.00,-1,0.00,,47.00,240.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3814,12264,IAD,11267,DAY,1235,1222,-13.00,0.00,0.00,-1,21.00,1243,1354,5.00,1409,1359,-10.00,0.00,0.00,-1,0.00,,71.00,368.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3821,11267,DAY,12264,IAD,1445,1432,-13.00,0.00,0.00,-1,14.00,1446,1545,8.00,1609,1553,-16.00,0.00,0.00,-2,0.00,,59.00,368.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3821,12264,IAD,11267,DAY,1735,1728,-7.00,0.00,0.00,-1,17.00,1745,1854,3.00,1914,1857,-17.00,0.00,0.00,-2,0.00,,69.00,368.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3824,11267,DAY,13930,ORD,600,552,-8.00,0.00,0.00,-1,20.00,612,558,7.00,623,605,-18.00,0.00,0.00,-2,0.00,,46.00,240.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3839,13930,ORD,11267,DAY,2133,2311,98.00,98.00,1.00,6,27.00,2338,125,4.00,2347,129,102.00,102.00,1.00,6,0.00,,47.00,240.00,98.00,0.00,4.00,0.00,0.00
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3857,13930,ORD,11267,DAY,1935,1934,-1.00,0.00,0.00,-1,18.00,1952,2139,5.00,2149,2144,-5.00,0.00,0.00,-1,0.00,,47.00,240.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3891,11267,DAY,13930,ORD,840,832,-8.00,0.00,0.00,-1,13.00,845,838,20.00,912,858,-14.00,0.00,0.00,-1,0.00,,53.00,240.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3892,13930,ORD,11267,DAY,1757,1755,-2.00,0.00,0.00,-1,72.00,1907,2049,6.00,2011,2055,44.00,44.00,1.00,2,0.00,,42.00,240.00,0.00,0.00,44.00,0.00,0.00
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,3917,11267,DAY,13930,ORD,1435,1424,-11.00,0.00,0.00,-1,26.00,1450,1443,17.00,1454,1500,6.00,6.00,0.00,0,0.00,,53.00,240.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,4844,11267,DAY,13930,ORD,1042,1043,1.00,1.00,0.00,0,12.00,1055,1047,13.00,1100,1100,0.00,0.00,0.00,0,0.00,,52.00,240.00,,,,,
2018,12,3,1,12/3/2018 12:00:00 AM,ZW,4844,13930,ORD,10874,CAK,1402,1358,-4.00,0.00,0.00,-1,32.00,1430,1626,4.00,1628,1630,2.00,2.00,0.00,0,0.00,,56.00,343.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,3341,10397,ATL,10874,CAK,2119,2127,8.00,8.00,0.00,0,24.00,2151,2304,5.00,2305,2309,4.00,4.00,0.00,0,0.00,,73.00,528.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,3342,10397,ATL,10874,CAK,1432,1432,0.00,0.00,0.00,0,12.00,1444,1554,3.00,1615,1557,-18.00,0.00,0.00,-2,0.00,,70.00,528.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,3342,10874,CAK,10397,ATL,1650,1645,-5.00,0.00,0.00,-1,73.00,1758,1919,10.00,1854,1929,35.00,35.00,1.00,2,0.00,,81.00,528.00,0.00,0.00,35.00,0.00,0.00
2018,12,4,2,12/4/2018 12:00:00 AM,9E,3349,10397,ATL,10874,CAK,1005,1001,-4.00,0.00,0.00,-1,17.00,1018,1128,3.00,1148,1131,-17.00,0.00,0.00,-2,0.00,,70.00,528.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,3349,10874,CAK,10397,ATL,1223,1210,-13.00,0.00,0.00,-1,32.00,1242,1405,7.00,1414,1412,-2.00,0.00,0.00,-1,0.00,,83.00,528.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,3380,11042,CLE,12953,LGA,1934,1922,-12.00,0.00,0.00,-1,28.00,1950,2102,8.00,2110,2110,0.00,0.00,0.00,0,0.00,,72.00,419.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,3416,12478,JFK,11042,CLE,1820,1812,-8.00,0.00,0.00,-1,19.00,1831,1938,8.00,2035,1946,-49.00,0.00,0.00,-2,0.00,,67.00,425.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,3445,11042,CLE,12953,LGA,1623,1617,-6.00,0.00,0.00,-1,12.00,1629,1736,5.00,1759,1741,-18.00,0.00,0.00,-2,0.00,,67.00,419.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,5027,10529,BDL,11042,CLE,600,555,-5.00,0.00,0.00,-1,15.00,610,728,7.00,809,735,-34.00,0.00,0.00,-2,0.00,,78.00,476.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,5117,11042,CLE,12953,LGA,920,908,-12.00,0.00,0.00,-1,27.00,935,1048,4.00,1107,1052,-15.00,0.00,0.00,-1,0.00,,73.00,419.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,5144,12953,LGA,11042,CLE,650,643,-7.00,0.00,0.00,-1,19.00,702,814,7.00,841,821,-20.00,0.00,0.00,-2,0.00,,72.00,419.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,5154,12953,LGA,11042,CLE,925,913,-12.00,0.00,0.00,-1,54.00,1007,1115,6.00,1128,1121,-7.00,0.00,0.00,-1,0.00,,68.00,419.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,5180,11042,CLE,10529,BDL,1931,1917,-14.00,0.00,0.00,-1,20.00,1937,2047,5.00,2101,2052,-9.00,0.00,0.00,-1,0.00,,70.00,476.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,5182,12953,LGA,11042,CLE,1659,1651,-8.00,0.00,0.00,-1,23.00,1714,1817,6.00,1858,1823,-35.00,0.00,0.00,-2,0.00,,63.00,419.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,5230,12953,LGA,11042,CLE,1345,1353,8.00,8.00,0.00,0,24.00,1417,1520,9.00,1540,1529,-11.00,0.00,0.00,-1,0.00,,63.00,419.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,5265,11042,CLE,11433,DTW,1851,1850,-1.00,0.00,0.00,-1,11.00,1901,1927,5.00,1955,1932,-23.00,0.00,0.00,-2,0.00,,26.00,95.00,,,,,
2018,12,4,2,12/4/2018 12:00:00 AM,9E,5279,10874,CAK,10397,ATL,600,600,0.00,0.00,0.00,0,30.00,630,755,9.00,813,804,-9.00,0.00,0.00,-1,0.00,,85.00,528.00,,,,,
