"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","CANCELLED","CANCELLATION_CODE","AIR_TIME","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","FlightDate","DepartureHour"
2022,12,23,5,"12/23/2022 12:00:00 AM","WN",697,11066,"CMH",11292,"DEN",600,707,67,67,1,4,46,753,846,9,730,855,85,85,1,5,0,"",173,1154,67,0,18,0,0,2022-12-23,6
2022,12,23,5,"12/23/2022 12:00:00 AM","WN",884,11066,"CMH",13204,"MCO",515,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,NA,NA,NA,NA,NA,1,"B",NA,802,NA,NA,NA,NA,NA,2022-12-23,5
2022,12,23,5,"12/23/2022 12:00:00 AM","WN",960,11066,"CMH",11278,"DCA",1350,1438,48,48,1,3,34,1512,1559,5,1505,1604,59,59,1,3,0,"",47,323,48,0,11,0,0,2022-12-23,13
2022,12,23,5,"12/23/2022 12:00:00 AM","YV",6031,11066,"CMH",12264,"IAD",1454,NA,NA,NA,NA,NA,NA,NA,NA,NA,1615,NA,NA,NA,NA,NA,1,"B",NA,299,NA,NA,NA,NA,NA,2022-12-23,14
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",3405,11066,"CMH",12264,"IAD",1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040,NA,NA,NA,NA,NA,1,"B",NA,299,NA,NA,NA,NA,NA,2022-12-23,19
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",3423,11066,"CMH",11618,"EWR",827,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025,NA,NA,NA,NA,NA,1,"B",NA,463,NA,NA,NA,NA,NA,2022-12-23,8
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",3428,11066,"CMH",11618,"EWR",700,NA,NA,NA,NA,NA,NA,NA,NA,NA,858,NA,NA,NA,NA,NA,1,"B",NA,463,NA,NA,NA,NA,NA,2022-12-23,7
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",3564,11066,"CMH",11618,"EWR",1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303,NA,NA,NA,NA,NA,1,"B",NA,463,NA,NA,NA,NA,NA,2022-12-23,10
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",3600,11066,"CMH",11618,"EWR",1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,1829,NA,NA,NA,NA,NA,1,"B",NA,463,NA,NA,NA,NA,NA,2022-12-23,16
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",3667,11066,"CMH",11618,"EWR",1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,1503,NA,NA,NA,NA,NA,1,"B",NA,463,NA,NA,NA,NA,NA,2022-12-23,13
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4433,11066,"CMH",12953,"LGA",1614,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,NA,NA,NA,NA,NA,1,"B",NA,479,NA,NA,NA,NA,NA,2022-12-23,16
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4561,11066,"CMH",12953,"LGA",802,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,NA,NA,NA,NA,1,"B",NA,479,NA,NA,NA,NA,NA,2022-12-23,8
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4595,11066,"CMH",10721,"BOS",837,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034,NA,NA,NA,NA,NA,1,"B",NA,640,NA,NA,NA,NA,NA,2022-12-23,8
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4604,11066,"CMH",12953,"LGA",1746,1743,-3,0,0,-1,91,1914,2046,33,1932,2119,107,107,1,7,0,"",92,479,0,0,107,0,0,2022-12-23,17
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4623,11066,"CMH",11278,"DCA",1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,1349,NA,NA,NA,NA,NA,1,"B",NA,323,NA,NA,NA,NA,NA,2022-12-23,12
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4635,11066,"CMH",12478,"JFK",1444,NA,NA,NA,NA,NA,NA,NA,NA,NA,1629,NA,NA,NA,NA,NA,1,"B",NA,483,NA,NA,NA,NA,NA,2022-12-23,14
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4685,11066,"CMH",12478,"JFK",1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,2119,NA,NA,NA,NA,NA,1,"B",NA,483,NA,NA,NA,NA,NA,2022-12-23,19
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4702,11066,"CMH",11278,"DCA",1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,2059,NA,NA,NA,NA,NA,1,"B",NA,323,NA,NA,NA,NA,NA,2022-12-23,19
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4707,11066,"CMH",12953,"LGA",1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,1336,NA,NA,NA,NA,NA,1,"B",NA,479,NA,NA,NA,NA,NA,2022-12-23,11
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4739,11066,"CMH",12478,"JFK",832,854,22,22,1,1,33,927,1048,10,1030,1058,28,28,1,1,0,"",81,483,0,22,6,0,0,2022-12-23,8
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4757,11066,"CMH",10721,"BOS",1815,1939,84,84,1,5,73,2052,2221,6,2007,2227,140,140,1,9,0,"",89,640,84,0,56,0,0,2022-12-23,18
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4799,11066,"CMH",12953,"LGA",607,611,4,4,0,0,46,657,822,7,759,829,30,30,1,2,0,"",85,479,0,4,26,0,0,2022-12-23,6
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",4808,11066,"CMH",12478,"JFK",938,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130,NA,NA,NA,NA,NA,1,"B",NA,483,NA,NA,NA,NA,NA,2022-12-23,9
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",5598,11066,"CMH",12953,"LGA",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,736,NA,NA,NA,NA,NA,1,"A",NA,479,NA,NA,NA,NA,NA,2022-12-23,6
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",5604,11066,"CMH",11433,"DTW",1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,NA,NA,NA,NA,NA,1,"A",NA,155,NA,NA,NA,NA,NA,2022-12-23,18
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",5639,11066,"CMH",12478,"JFK",1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038,NA,NA,NA,NA,NA,1,"A",NA,483,NA,NA,NA,NA,NA,2022-12-23,18
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",5649,11066,"CMH",10721,"BOS",1105,1832,447,447,1,12,39,1911,2037,9,1306,2046,460,460,1,12,0,"",86,640,0,447,13,0,0,2022-12-23,11
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",5741,11066,"CMH",12953,"LGA",1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,1359,NA,NA,NA,NA,NA,1,"A",NA,479,NA,NA,NA,NA,NA,2022-12-23,12
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",5760,11066,"CMH",12953,"LGA",739,NA,NA,NA,NA,NA,NA,NA,NA,NA,929,NA,NA,NA,NA,NA,1,"A",NA,479,NA,NA,NA,NA,NA,2022-12-23,7
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",5773,11066,"CMH",12478,"JFK",645,644,-1,0,0,-1,36,720,842,9,848,851,3,3,0,0,0,"",82,483,NA,NA,NA,NA,NA,2022-12-23,6
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",5822,11066,"CMH",12953,"LGA",911,NA,NA,NA,NA,NA,NA,NA,NA,NA,1059,NA,NA,NA,NA,NA,1,"A",NA,479,NA,NA,NA,NA,NA,2022-12-23,9
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",5846,11066,"CMH",12953,"LGA",1759,1915,76,76,1,5,67,2022,2140,14,1950,2154,124,124,1,8,0,"",78,479,0,76,48,0,0,2022-12-23,17
2022,12,23,5,"12/23/2022 12:00:00 AM","YX",5857,11066,"CMH",12953,"LGA",1510,1522,12,12,0,0,100,1702,1822,14,1657,1836,99,99,1,6,0,"",80,479,0,12,87,0,0,2022-12-23,15
2022,12,23,5,"12/23/2022 12:00:00 AM","ZW",3722,11066,"CMH",13930,"ORD",1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,NA,NA,NA,NA,NA,1,"B",NA,296,NA,NA,NA,NA,NA,2022-12-23,14
2022,12,24,6,"12/24/2022 12:00:00 AM","AA",1106,11066,"CMH",11057,"CLT",615,1310,415,415,1,12,62,1412,1511,10,753,1521,448,448,1,12,0,"",59,347,415,0,33,0,0,2022-12-24,6
2022,12,24,6,"12/24/2022 12:00:00 AM","AA",1165,11066,"CMH",14100,"PHL",805,831,26,26,1,1,54,925,1024,6,944,1030,46,46,1,3,0,"",59,406,0,26,20,0,0,2022-12-24,8
2022,12,24,6,"12/24/2022 12:00:00 AM","AA",1423,11066,"CMH",11057,"CLT",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,NA,NA,NA,NA,NA,1,"B",NA,347,NA,NA,NA,NA,NA,2022-12-24,7
2022,12,24,6,"12/24/2022 12:00:00 AM","AA",1443,11066,"CMH",11298,"DFW",1549,1806,137,137,1,9,35,1841,1947,14,1744,2001,137,137,1,9,0,"",126,926,0,1,0,0,136,2022-12-24,15
2022,12,24,6,"12/24/2022 12:00:00 AM","AA",1583,11066,"CMH",11298,"DFW",541,2025,884,884,1,12,13,2038,2149,5,745,2154,849,849,1,12,0,"",131,926,0,26,0,0,823,2022-12-24,5
2022,12,24,6,"12/24/2022 12:00:00 AM","AA",1958,11066,"CMH",14107,"PHX",741,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,NA,NA,NA,NA,NA,1,"B",NA,1670,NA,NA,NA,NA,NA,2022-12-24,7
2022,12,24,6,"12/24/2022 12:00:00 AM","AA",2337,11066,"CMH",11298,"DFW",1356,1529,93,93,1,6,19,1548,1658,7,1549,1705,76,76,1,5,0,"",130,926,0,59,0,0,17,2022-12-24,13
2022,12,24,6,"12/24/2022 12:00:00 AM","AS",992,11066,"CMH",14747,"SEA",1805,1914,69,69,1,4,44,1958,2155,18,2033,2213,100,100,1,6,0,"",297,2016,0,24,31,0,45,2022-12-24,18
2022,12,24,6,"12/24/2022 12:00:00 AM","C5",4295,11066,"CMH",12264,"IAD",1031,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150,NA,NA,NA,NA,NA,1,"B",NA,299,NA,NA,NA,NA,NA,2022-12-24,10
2022,12,24,6,"12/24/2022 12:00:00 AM","DL",1386,11066,"CMH",10397,"ATL",556,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,NA,NA,NA,NA,NA,1,"B",NA,447,NA,NA,NA,NA,NA,2022-12-24,5
2022,12,24,6,"12/24/2022 12:00:00 AM","DL",1562,11066,"CMH",10397,"ATL",1238,1448,130,130,1,8,10,1458,1603,5,1419,1608,109,109,1,7,0,"",65,447,0,18,0,0,91,2022-12-24,12
2022,12,24,6,"12/24/2022 12:00:00 AM","DL",1664,11066,"CMH",13487,"MSP",700,NA,NA,NA,NA,NA,NA,NA,NA,NA,808,NA,NA,NA,NA,NA,1,"B",NA,626,NA,NA,NA,NA,NA,2022-12-24,7
2022,12,24,6,"12/24/2022 12:00:00 AM","DL",2179,11066,"CMH",10397,"ATL",1740,1751,11,11,0,0,12,1803,1910,5,1927,1915,-12,0,0,-1,0,"",67,447,NA,NA,NA,NA,NA,2022-12-24,17
2022,12,24,6,"12/24/2022 12:00:00 AM","DL",2617,11066,"CMH",10397,"ATL",659,718,19,19,1,1,31,749,900,78,844,1018,94,94,1,6,0,"",71,447,19,0,75,0,0,2022-12-24,6
2022,12,24,6,"12/24/2022 12:00:00 AM","G7",4403,11066,"CMH",13930,"ORD",920,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,NA,NA,NA,NA,1,"B",NA,296,NA,NA,NA,NA,NA,2022-12-24,9
2022,12,24,6,"12/24/2022 12:00:00 AM","MQ",3572,11066,"CMH",13930,"ORD",822,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,NA,NA,NA,NA,NA,1,"B",NA,296,NA,NA,NA,NA,NA,2022-12-24,8
2022,12,24,6,"12/24/2022 12:00:00 AM","MQ",3670,11066,"CMH",13303,"MIA",627,640,13,13,0,0,42,722,936,6,915,942,27,27,1,1,0,"",134,990,0,13,14,0,0,2022-12-24,6
2022,12,24,6,"12/24/2022 12:00:00 AM","MQ",3805,11066,"CMH",13303,"MIA",1704,1947,163,163,1,10,9,1956,2211,2,1950,2213,143,143,1,9,0,"",135,990,143,0,0,0,0,2022-12-24,17
2022,12,24,6,"12/24/2022 12:00:00 AM","MQ",3936,11066,"CMH",13930,"ORD",645,NA,NA,NA,NA,NA,NA,NA,NA,NA,713,NA,NA,NA,NA,NA,1,"B",NA,296,NA,NA,NA,NA,NA,2022-12-24,6
2022,12,24,6,"12/24/2022 12:00:00 AM","MQ",4035,11066,"CMH",11278,"DCA",734,826,52,52,1,3,26,852,943,4,859,947,48,48,1,3,0,"",51,323,0,48,0,0,0,2022-12-24,7
2022,12,24,6,"12/24/2022 12:00:00 AM","MQ",4056,11066,"CMH",13930,"ORD",1141,1434,173,173,1,11,13,1447,1443,13,1205,1456,171,171,1,11,0,"",56,296,0,40,0,0,131,2022-12-24,11
2022,12,24,6,"12/24/2022 12:00:00 AM","NK",1217,11066,"CMH",13204,"MCO",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,NA,NA,NA,NA,NA,1,"B",NA,802,NA,NA,NA,NA,NA,2022-12-24,6
2022,12,24,6,"12/24/2022 12:00:00 AM","NK",205,11066,"CMH",12889,"LAS",2140,2256,76,76,1,5,10,2306,2357,5,2318,2,44,44,1,2,0,"",231,1771,0,44,0,0,0,2022-12-24,21
2022,12,24,6,"12/24/2022 12:00:00 AM","NK",321,11066,"CMH",13204,"MCO",925,1057,92,92,1,6,10,1107,1302,6,1149,1308,79,79,1,5,0,"",115,802,39,39,1,0,0,2022-12-24,9
2022,12,24,6,"12/24/2022 12:00:00 AM","NK",357,11066,"CMH",12892,"LAX",1105,1229,84,84,1,5,35,1304,1434,10,1335,1444,69,69,1,4,0,"",270,1995,55,0,1,0,13,2022-12-24,11
2022,12,24,6,"12/24/2022 12:00:00 AM","NK",364,11066,"CMH",11697,"FLL",2207,108,181,181,1,12,10,118,329,24,51,353,182,182,1,12,0,"",131,973,0,181,1,0,0,2022-12-24,22
2022,12,24,6,"12/24/2022 12:00:00 AM","NK",445,11066,"CMH",11697,"FLL",810,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053,NA,NA,NA,NA,NA,1,"B",NA,973,NA,NA,NA,NA,NA,2022-12-24,8
2022,12,24,6,"12/24/2022 12:00:00 AM","OH",5199,11066,"CMH",11057,"CLT",1403,1504,61,61,1,4,69,1613,1704,17,1538,1721,103,103,1,6,0,"",51,347,0,32,42,0,29,2022-12-24,14
2022,12,24,6,"12/24/2022 12:00:00 AM","OH",5308,11066,"CMH",11278,"DCA",939,955,16,16,1,1,33,1028,1115,7,1100,1122,22,22,1,1,0,"",47,323,0,16,6,0,0,2022-12-24,9
2022,12,24,6,"12/24/2022 12:00:00 AM","OH",5319,11066,"CMH",14100,"PHL",1115,1145,30,30,1,2,37,1222,1324,6,1244,1330,46,46,1,3,0,"",62,406,0,21,16,0,9,2022-12-24,11
2022,12,24,6,"12/24/2022 12:00:00 AM","OH",5643,11066,"CMH",11057,"CLT",1105,1229,84,84,1,5,48,1317,1410,11,1240,1421,101,101,1,6,0,"",53,347,0,25,17,0,59,2022-12-24,11
2022,12,24,6,"12/24/2022 12:00:00 AM","OO",3903,11066,"CMH",13487,"MSP",1619,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725,NA,NA,NA,NA,NA,1,"B",NA,626,NA,NA,NA,NA,NA,2022-12-24,16
2022,12,24,6,"12/24/2022 12:00:00 AM","OO",3942,11066,"CMH",11433,"DTW",600,1007,247,247,1,12,41,1048,1129,12,702,1141,279,279,1,12,0,"",41,155,0,279,0,0,0,2022-12-24,6
2022,12,24,6,"12/24/2022 12:00:00 AM","OO",4084,11066,"CMH",11433,"DTW",1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137,NA,NA,NA,NA,NA,1,"B",NA,155,NA,NA,NA,NA,NA,2022-12-24,10
2022,12,24,6,"12/24/2022 12:00:00 AM","OO",5369,11066,"CMH",13930,"ORD",1802,2138,216,216,1,12,10,2148,2140,13,1844,2153,189,189,1,12,0,"",52,296,189,0,0,0,0,2022-12-24,18
2022,12,24,6,"12/24/2022 12:00:00 AM","UA",1102,11066,"CMH",14771,"SFO",723,NA,NA,NA,NA,NA,NA,NA,NA,NA,947,NA,NA,NA,NA,NA,1,"A",NA,2120,NA,NA,NA,NA,NA,2022-12-24,7
2022,12,24,6,"12/24/2022 12:00:00 AM","UA",1904,11066,"CMH",13930,"ORD",740,NA,NA,NA,NA,NA,NA,NA,NA,NA,806,NA,NA,NA,NA,NA,1,"B",NA,296,NA,NA,NA,NA,NA,2022-12-24,7
2022,12,24,6,"12/24/2022 12:00:00 AM","UA",2205,11066,"CMH",12266,"IAH",635,725,50,50,1,3,47,812,1017,5,835,1022,107,107,1,7,0,"",185,986,0,50,57,0,0,2022-12-24,6
2022,12,24,6,"12/24/2022 12:00:00 AM","UA",649,11066,"CMH",11292,"DEN",1523,1618,55,55,1,3,36,1654,1738,9,1639,1747,68,68,1,4,0,"",164,1154,54,0,13,0,1,2022-12-24,15
2022,12,24,6,"12/24/2022 12:00:00 AM","UA",738,11066,"CMH",11292,"DEN",820,1001,101,101,1,6,42,1043,1127,8,941,1135,114,114,1,7,0,"",164,1154,0,101,13,0,0,2022-12-24,8
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",1033,11066,"CMH",13232,"MDW",540,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,NA,NA,NA,NA,NA,1,"A",NA,283,NA,NA,NA,NA,NA,2022-12-24,5
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",1058,11066,"CMH",11697,"FLL",1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,NA,NA,NA,NA,NA,1,"B",NA,973,NA,NA,NA,NA,NA,2022-12-24,16
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",137,11066,"CMH",10693,"BNA",1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,NA,NA,NA,NA,1,"A",NA,337,NA,NA,NA,NA,NA,2022-12-24,17
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",1414,11066,"CMH",10821,"BWI",500,514,14,14,0,0,25,539,634,21,625,655,30,30,1,2,0,"",55,337,14,0,16,0,0,2022-12-24,5
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",1440,11066,"CMH",10423,"AUS",1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535,NA,NA,NA,NA,NA,1,"B",NA,1073,NA,NA,NA,NA,NA,2022-12-24,13
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",159,11066,"CMH",12889,"LAS",1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415,NA,NA,NA,NA,NA,1,"A",NA,1771,NA,NA,NA,NA,NA,2022-12-24,12
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",1593,11066,"CMH",11292,"DEN",1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,1710,NA,NA,NA,NA,NA,1,"B",NA,1154,NA,NA,NA,NA,NA,2022-12-24,15
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",1629,11066,"CMH",14635,"RSW",1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,NA,NA,NA,NA,NA,1,"A",NA,930,NA,NA,NA,NA,NA,2022-12-24,12
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",1668,11066,"CMH",10821,"BWI",845,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,1,"B",NA,337,NA,NA,NA,NA,NA,2022-12-24,8
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",1672,11066,"CMH",14986,"SRQ",1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510,NA,NA,NA,NA,NA,1,"A",NA,869,NA,NA,NA,NA,NA,2022-12-24,12
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",192,11066,"CMH",10821,"BWI",1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,NA,NA,NA,NA,NA,1,"A",NA,337,NA,NA,NA,NA,NA,2022-12-24,18
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",2471,11066,"CMH",10397,"ATL",1805,2042,157,157,1,10,10,2052,2200,7,1940,2207,147,147,1,9,0,"",68,447,9,0,0,0,138,2022-12-24,18
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",2656,11066,"CMH",15016,"STL",635,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,NA,NA,NA,NA,NA,1,"B",NA,409,NA,NA,NA,NA,NA,2022-12-24,6
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",2702,11066,"CMH",13204,"MCO",1745,2352,367,367,1,12,9,1,153,4,1955,157,362,362,1,12,0,"",112,802,30,0,0,0,332,2022-12-24,17
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",3136,11066,"CMH",14107,"PHX",515,NA,NA,NA,NA,NA,NA,NA,NA,NA,745,NA,NA,NA,NA,NA,1,"B",NA,1670,NA,NA,NA,NA,NA,2022-12-24,5
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",3209,11066,"CMH",12191,"HOU",1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955,NA,NA,NA,NA,NA,1,"A",NA,1000,NA,NA,NA,NA,NA,2022-12-24,18
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",3349,11066,"CMH",14635,"RSW",830,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,1,"B",NA,930,NA,NA,NA,NA,NA,2022-12-24,8
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",360,11066,"CMH",14107,"PHX",1525,1811,166,166,1,11,9,1820,1957,6,1750,2003,133,133,1,8,0,"",217,1670,30,0,0,0,103,2022-12-24,15
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",3601,11066,"CMH",13204,"MCO",1135,1419,164,164,1,10,18,1437,1630,8,1355,1638,163,163,1,10,0,"",113,802,24,0,0,0,139,2022-12-24,11
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",4812,11066,"CMH",15304,"TPA",500,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,NA,NA,NA,NA,NA,1,"B",NA,829,NA,NA,NA,NA,NA,2022-12-24,5
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",487,11066,"CMH",14635,"RSW",1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,NA,NA,NA,NA,NA,1,"B",NA,930,NA,NA,NA,NA,NA,2022-12-24,16
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",503,11066,"CMH",13204,"MCO",930,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140,NA,NA,NA,NA,NA,1,"B",NA,802,NA,NA,NA,NA,NA,2022-12-24,9
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",556,11066,"CMH",11259,"DAL",1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,NA,NA,NA,NA,NA,1,"B",NA,919,NA,NA,NA,NA,NA,2022-12-24,16
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",560,11066,"CMH",13204,"MCO",1425,1542,77,77,1,5,10,1552,1745,45,1635,1830,115,115,1,7,0,"",113,802,20,0,38,0,57,2022-12-24,14
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",644,11066,"CMH",11697,"FLL",600,607,7,7,0,0,29,636,842,6,845,848,3,3,0,0,0,"",126,973,NA,NA,NA,NA,NA,2022-12-24,6
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",669,11066,"CMH",15304,"TPA",1205,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415,NA,NA,NA,NA,NA,1,"B",NA,829,NA,NA,NA,NA,NA,2022-12-24,12
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",754,11066,"CMH",13232,"MDW",1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,1310,NA,NA,NA,NA,NA,1,"B",NA,283,NA,NA,NA,NA,NA,2022-12-24,12
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",884,11066,"CMH",13204,"MCO",505,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,NA,NA,1,"B",NA,802,NA,NA,NA,NA,NA,2022-12-24,5
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",896,11066,"CMH",13204,"MCO",1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815,NA,NA,NA,NA,NA,1,"A",NA,802,NA,NA,NA,NA,NA,2022-12-24,16
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",972,11066,"CMH",10693,"BNA",620,NA,NA,NA,NA,NA,NA,NA,NA,NA,655,NA,NA,NA,NA,NA,1,"B",NA,337,NA,NA,NA,NA,NA,2022-12-24,6
2022,12,24,6,"12/24/2022 12:00:00 AM","WN",993,11066,"CMH",13232,"MDW",1920,2303,223,223,1,12,12,2315,2305,4,1935,2309,214,214,1,12,0,"",50,283,80,0,0,0,134,2022-12-24,19
2022,12,24,6,"12/24/2022 12:00:00 AM","YV",6031,11066,"CMH",12264,"IAD",1454,NA,NA,NA,NA,NA,NA,NA,NA,NA,1615,NA,NA,NA,NA,NA,1,"B",NA,299,NA,NA,NA,NA,NA,2022-12-24,14
2022,12,24,6,"12/24/2022 12:00:00 AM","YX",3423,11066,"CMH",11618,"EWR",827,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025,NA,NA,NA,NA,NA,1,"B",NA,463,NA,NA,NA,NA,NA,2022-12-24,8
2022,12,24,6,"12/24/2022 12:00:00 AM","YX",3428,11066,"CMH",11618,"EWR",700,1115,255,255,1,12,66,1221,1335,19,858,1354,296,296,1,12,0,"",74,463,0,255,41,0,0,2022-12-24,7
2022,12,24,6,"12/24/2022 12:00:00 AM","YX",3564,11066,"CMH",11618,"EWR",1059,1427,208,208,1,12,11,1438,1549,8,1303,1557,174,174,1,11,0,"",71,463,0,174,0,0,0,2022-12-24,10
2022,12,24,6,"12/24/2022 12:00:00 AM","YX",3600,11066,"CMH",11618,"EWR",1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,1829,NA,NA,NA,NA,NA,1,"B",NA,463,NA,NA,NA,NA,NA,2022-12-24,16
2022,12,24,6,"12/24/2022 12:00:00 AM","YX",3667,11066,"CMH",11618,"EWR",1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,1,"B",NA,463,NA,NA,NA,NA,NA,2022-12-24,12
