"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","CANCELLED","CANCELLATION_CODE","AIR_TIME","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","FlightDate","DepartureHour"
2022,12,1,4,"12/1/2022 12:00:00 AM","9E",4727,11066,"CMH",12478,"JFK",600,603,3,3,0,0,14,617,731,6,759,737,-22,0,0,-2,0,"",74,483,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","9E",4898,11066,"CMH",12953,"LGA",1743,1742,-1,0,0,-1,22,1804,1922,14,1929,1936,7,7,0,0,0,"",78,479,NA,NA,NA,NA,NA,2022-12-01,17
2022,12,1,4,"12/1/2022 12:00:00 AM","9E",5094,11066,"CMH",12953,"LGA",1115,1110,-5,0,0,-1,9,1119,1229,25,1259,1254,-5,0,0,-1,0,"",70,479,NA,NA,NA,NA,NA,2022-12-01,11
2022,12,1,4,"12/1/2022 12:00:00 AM","9E",5454,11066,"CMH",12478,"JFK",1326,1324,-2,0,0,-1,11,1335,1454,9,1529,1503,-26,0,0,-2,0,"",79,483,NA,NA,NA,NA,NA,2022-12-01,13
2022,12,1,4,"12/1/2022 12:00:00 AM","9E",5522,11066,"CMH",12478,"JFK",1820,1816,-4,0,0,-1,23,1839,2005,6,2027,2011,-16,0,0,-2,0,"",86,483,NA,NA,NA,NA,NA,2022-12-01,18
2022,12,1,4,"12/1/2022 12:00:00 AM","AA",1106,11066,"CMH",11057,"CLT",615,605,-10,0,0,-1,12,617,712,10,752,722,-30,0,0,-2,0,"",55,347,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","AA",1279,11066,"CMH",11298,"DFW",1350,1347,-3,0,0,-1,14,1401,1536,7,1545,1543,-2,0,0,-1,0,"",155,926,NA,NA,NA,NA,NA,2022-12-01,13
2022,12,1,4,"12/1/2022 12:00:00 AM","AA",1314,11066,"CMH",11057,"CLT",1701,1702,1,1,0,0,22,1724,1822,15,1829,1837,8,8,0,0,0,"",58,347,NA,NA,NA,NA,NA,2022-12-01,17
2022,12,1,4,"12/1/2022 12:00:00 AM","AA",1317,11066,"CMH",14100,"PHL",1838,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,1,"A",NA,406,NA,NA,NA,NA,NA,2022-12-01,18
2022,12,1,4,"12/1/2022 12:00:00 AM","AA",1423,11066,"CMH",11057,"CLT",740,733,-7,0,0,-1,13,746,845,28,917,913,-4,0,0,-1,0,"",59,347,NA,NA,NA,NA,NA,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","AA",1437,11066,"CMH",11298,"DFW",1752,1742,-10,0,0,-1,13,1755,1912,17,1949,1929,-20,0,0,-2,0,"",137,926,NA,NA,NA,NA,NA,2022-12-01,17
2022,12,1,4,"12/1/2022 12:00:00 AM","AA",1583,11066,"CMH",11298,"DFW",550,545,-5,0,0,-1,41,626,749,8,755,757,2,2,0,0,0,"",143,926,NA,NA,NA,NA,NA,2022-12-01,5
2022,12,1,4,"12/1/2022 12:00:00 AM","AA",2090,11066,"CMH",11057,"CLT",1044,1037,-7,0,0,-1,20,1057,1158,5,1210,1203,-7,0,0,-1,0,"",61,347,NA,NA,NA,NA,NA,2022-12-01,10
2022,12,1,4,"12/1/2022 12:00:00 AM","AA",2649,11066,"CMH",14100,"PHL",805,757,-8,0,0,-1,16,813,917,4,937,921,-16,0,0,-2,0,"",64,406,NA,NA,NA,NA,NA,2022-12-01,8
2022,12,1,4,"12/1/2022 12:00:00 AM","AA",2900,11066,"CMH",14107,"PHX",747,744,-3,0,0,-1,14,758,958,18,1025,1016,-9,0,0,-1,0,"",240,1670,NA,NA,NA,NA,NA,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","AA",2958,11066,"CMH",11278,"DCA",1745,1735,-10,0,0,-1,11,1746,1846,3,1900,1849,-11,0,0,-1,0,"",60,323,NA,NA,NA,NA,NA,2022-12-01,17
2022,12,1,4,"12/1/2022 12:00:00 AM","AA",2961,11066,"CMH",11298,"DFW",930,926,-4,0,0,-1,22,948,1111,7,1126,1118,-8,0,0,-1,0,"",143,926,NA,NA,NA,NA,NA,2022-12-01,9
2022,12,1,4,"12/1/2022 12:00:00 AM","AS",992,11066,"CMH",14747,"SEA",1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956,NA,NA,NA,NA,NA,1,"A",NA,2016,NA,NA,NA,NA,NA,2022-12-01,17
2022,12,1,4,"12/1/2022 12:00:00 AM","C5",4288,11066,"CMH",12264,"IAD",1024,1046,22,22,1,1,15,1101,1152,8,1140,1200,20,20,1,1,0,"",51,299,8,0,0,0,12,2022-12-01,10
2022,12,1,4,"12/1/2022 12:00:00 AM","DL",1354,11066,"CMH",10397,"ATL",1816,1817,1,1,0,0,11,1828,1937,9,2004,1946,-18,0,0,-2,0,"",69,447,NA,NA,NA,NA,NA,2022-12-01,18
2022,12,1,4,"12/1/2022 12:00:00 AM","DL",1386,11066,"CMH",10397,"ATL",600,556,-4,0,0,-1,23,619,721,13,735,734,-1,0,0,-1,0,"",62,447,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","DL",2110,11066,"CMH",10397,"ATL",1508,1500,-8,0,0,-1,12,1512,1621,7,1651,1628,-23,0,0,-2,0,"",69,447,NA,NA,NA,NA,NA,2022-12-01,15
2022,12,1,4,"12/1/2022 12:00:00 AM","DL",2176,11066,"CMH",11433,"DTW",1800,1755,-5,0,0,-1,12,1807,1845,8,1911,1853,-18,0,0,-2,0,"",38,155,NA,NA,NA,NA,NA,2022-12-01,18
2022,12,1,4,"12/1/2022 12:00:00 AM","DL",2336,11066,"CMH",10397,"ATL",1233,1228,-5,0,0,-1,10,1238,1350,8,1417,1358,-19,0,0,-2,0,"",72,447,NA,NA,NA,NA,NA,2022-12-01,12
2022,12,1,4,"12/1/2022 12:00:00 AM","DL",2617,11066,"CMH",10397,"ATL",700,653,-7,0,0,-1,10,703,809,16,844,825,-19,0,0,-2,0,"",66,447,NA,NA,NA,NA,NA,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","DL",846,11066,"CMH",10397,"ATL",1001,956,-5,0,0,-1,10,1006,1114,4,1138,1118,-20,0,0,-2,0,"",68,447,NA,NA,NA,NA,NA,2022-12-01,10
2022,12,1,4,"12/1/2022 12:00:00 AM","F9",1055,11066,"CMH",13204,"MCO",1856,1912,16,16,1,1,8,1920,2106,10,2121,2116,-5,0,0,-1,0,"",106,802,NA,NA,NA,NA,NA,2022-12-01,18
2022,12,1,4,"12/1/2022 12:00:00 AM","F9",767,11066,"CMH",11292,"DEN",2304,2258,-6,0,0,-1,10,2308,2358,16,30,14,-16,0,0,-2,0,"",170,1154,NA,NA,NA,NA,NA,2022-12-01,23
2022,12,1,4,"12/1/2022 12:00:00 AM","MQ",3430,11066,"CMH",13303,"MIA",1720,1718,-2,0,0,-1,9,1727,1935,4,2006,1939,-27,0,0,-2,0,"",128,990,NA,NA,NA,NA,NA,2022-12-01,17
2022,12,1,4,"12/1/2022 12:00:00 AM","MQ",3572,11066,"CMH",13930,"ORD",825,819,-6,0,0,-1,21,840,835,14,853,849,-4,0,0,-1,0,"",55,296,NA,NA,NA,NA,NA,2022-12-01,8
2022,12,1,4,"12/1/2022 12:00:00 AM","MQ",3670,11066,"CMH",13303,"MIA",605,559,-6,0,0,-1,11,610,815,5,855,820,-35,0,0,-2,0,"",125,990,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","MQ",3719,11066,"CMH",13930,"ORD",1201,1157,-4,0,0,-1,10,1207,1202,12,1225,1214,-11,0,0,-1,0,"",55,296,NA,NA,NA,NA,NA,2022-12-01,12
2022,12,1,4,"12/1/2022 12:00:00 AM","MQ",3936,11066,"CMH",13930,"ORD",704,656,-8,0,0,-1,14,710,706,9,732,715,-17,0,0,-2,0,"",56,296,NA,NA,NA,NA,NA,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","MQ",4035,11066,"CMH",11278,"DCA",739,729,-10,0,0,-1,9,738,827,5,905,832,-33,0,0,-2,0,"",49,323,NA,NA,NA,NA,NA,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","MQ",4197,11066,"CMH",13930,"ORD",1800,1753,-7,0,0,-1,17,1810,1803,14,1824,1817,-7,0,0,-1,0,"",53,296,NA,NA,NA,NA,NA,2022-12-01,18
2022,12,1,4,"12/1/2022 12:00:00 AM","NK",1217,11066,"CMH",13204,"MCO",600,554,-6,0,0,-1,21,615,805,16,817,821,4,4,0,0,0,"",110,802,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","NK",205,11066,"CMH",12889,"LAS",1526,1631,65,65,1,4,12,1643,1754,37,1653,1831,98,98,1,6,0,"",251,1771,0,0,85,0,13,2022-12-01,15
2022,12,1,4,"12/1/2022 12:00:00 AM","NK",321,11066,"CMH",13204,"MCO",1200,1150,-10,0,0,-1,8,1158,1347,13,1419,1400,-19,0,0,-2,0,"",109,802,NA,NA,NA,NA,NA,2022-12-01,12
2022,12,1,4,"12/1/2022 12:00:00 AM","NK",445,11066,"CMH",11697,"FLL",820,820,0,0,0,0,13,833,1112,4,1056,1116,20,20,1,1,0,"",159,973,0,0,20,0,0,2022-12-01,8
2022,12,1,4,"12/1/2022 12:00:00 AM","NK",889,11066,"CMH",12892,"LAX",1825,1824,-1,0,0,-1,9,1833,2019,7,2019,2026,7,7,0,0,0,"",286,1995,NA,NA,NA,NA,NA,2022-12-01,18
2022,12,1,4,"12/1/2022 12:00:00 AM","OH",5239,11066,"CMH",11057,"CLT",1347,1343,-4,0,0,-1,12,1355,1451,21,1523,1512,-11,0,0,-1,0,"",56,347,NA,NA,NA,NA,NA,2022-12-01,13
2022,12,1,4,"12/1/2022 12:00:00 AM","OH",5308,11066,"CMH",11278,"DCA",938,927,-11,0,0,-1,12,939,1041,3,1100,1044,-16,0,0,-2,0,"",62,323,NA,NA,NA,NA,NA,2022-12-01,9
2022,12,1,4,"12/1/2022 12:00:00 AM","OH",5319,11066,"CMH",14100,"PHL",1115,1104,-11,0,0,-1,11,1115,1213,10,1245,1223,-22,0,0,-2,0,"",58,406,NA,NA,NA,NA,NA,2022-12-01,11
2022,12,1,4,"12/1/2022 12:00:00 AM","OO",3585,11066,"CMH",13487,"MSP",700,656,-4,0,0,-1,12,708,803,19,808,822,14,14,0,0,0,"",115,626,NA,NA,NA,NA,NA,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","OO",3903,11066,"CMH",13487,"MSP",1632,1630,-2,0,0,-1,11,1641,1728,10,1739,1738,-1,0,0,-1,0,"",107,626,NA,NA,NA,NA,NA,2022-12-01,16
2022,12,1,4,"12/1/2022 12:00:00 AM","OO",3942,11066,"CMH",11433,"DTW",630,626,-4,0,0,-1,13,639,719,7,735,726,-9,0,0,-1,0,"",40,155,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","OO",4014,11066,"CMH",13487,"MSP",1109,1105,-4,0,0,-1,8,1113,1204,11,1216,1215,-1,0,0,-1,0,"",111,626,NA,NA,NA,NA,NA,2022-12-01,11
2022,12,1,4,"12/1/2022 12:00:00 AM","OO",4084,11066,"CMH",11433,"DTW",1038,1034,-4,0,0,-1,12,1046,1121,5,1140,1126,-14,0,0,-1,0,"",35,155,NA,NA,NA,NA,NA,2022-12-01,10
2022,12,1,4,"12/1/2022 12:00:00 AM","UA",1102,11066,"CMH",14771,"SFO",720,740,20,20,1,1,40,820,1019,4,943,1023,40,40,1,2,0,"",299,2120,9,0,20,0,11,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","UA",1535,11066,"CMH",13930,"ORD",1831,1825,-6,0,0,-1,21,1846,1838,7,1850,1845,-5,0,0,-1,0,"",52,296,NA,NA,NA,NA,NA,2022-12-01,18
2022,12,1,4,"12/1/2022 12:00:00 AM","UA",1904,11066,"CMH",13930,"ORD",735,746,11,11,0,0,10,756,749,4,754,753,-1,0,0,-1,0,"",53,296,NA,NA,NA,NA,NA,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","UA",2205,11066,"CMH",12266,"IAH",635,640,5,5,0,0,12,652,824,11,828,835,7,7,0,0,0,"",152,986,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","UA",271,11066,"CMH",11292,"DEN",1655,1653,-2,0,0,-1,12,1705,1751,11,1810,1802,-8,0,0,-1,0,"",166,1154,NA,NA,NA,NA,NA,2022-12-01,16
2022,12,1,4,"12/1/2022 12:00:00 AM","UA",439,11066,"CMH",13930,"ORD",1123,1116,-7,0,0,-1,7,1123,1114,6,1138,1120,-18,0,0,-2,0,"",51,296,NA,NA,NA,NA,NA,2022-12-01,11
2022,12,1,4,"12/1/2022 12:00:00 AM","UA",651,11066,"CMH",13930,"ORD",600,640,40,40,1,2,34,714,708,11,613,719,66,66,1,4,0,"",54,296,40,0,26,0,0,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","UA",736,11066,"CMH",12266,"IAH",1642,1649,7,7,0,0,9,1658,1830,8,1838,1838,0,0,0,0,0,"",152,986,NA,NA,NA,NA,NA,2022-12-01,16
2022,12,1,4,"12/1/2022 12:00:00 AM","UA",738,11066,"CMH",11292,"DEN",839,837,-2,0,0,-1,11,848,930,5,954,935,-19,0,0,-2,0,"",162,1154,NA,NA,NA,NA,NA,2022-12-01,8
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",1070,11066,"CMH",10693,"BNA",1715,1726,11,11,0,0,7,1733,1727,5,1740,1732,-8,0,0,-1,0,"",54,337,NA,NA,NA,NA,NA,2022-12-01,17
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",1255,11066,"CMH",12889,"LAS",1010,1010,0,0,0,0,8,1018,1128,6,1155,1134,-21,0,0,-2,0,"",250,1771,NA,NA,NA,NA,NA,2022-12-01,10
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",137,11066,"CMH",10693,"BNA",645,639,-6,0,0,-1,22,701,701,6,720,707,-13,0,0,-1,0,"",60,337,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",1414,11066,"CMH",10821,"BWI",555,554,-1,0,0,-1,8,602,654,3,720,657,-23,0,0,-2,0,"",52,337,NA,NA,NA,NA,NA,2022-12-01,5
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",1572,11066,"CMH",10821,"BWI",1705,1706,1,1,0,0,7,1713,1809,4,1825,1813,-12,0,0,-1,0,"",56,337,NA,NA,NA,NA,NA,2022-12-01,17
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",159,11066,"CMH",10821,"BWI",1300,1309,9,9,0,0,7,1316,1411,3,1415,1414,-1,0,0,-1,0,"",55,337,NA,NA,NA,NA,NA,2022-12-01,13
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",1593,11066,"CMH",11292,"DEN",1925,1927,2,2,0,0,8,1935,2018,8,2040,2026,-14,0,0,-1,0,"",163,1154,NA,NA,NA,NA,NA,2022-12-01,19
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",1686,11066,"CMH",13232,"MDW",2100,2130,30,30,1,2,6,2136,2123,6,2115,2129,14,14,0,0,0,"",47,283,NA,NA,NA,NA,NA,2022-12-01,21
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",1837,11066,"CMH",11259,"DAL",955,952,-3,0,0,-1,8,1000,1122,4,1140,1126,-14,0,0,-1,0,"",142,919,NA,NA,NA,NA,NA,2022-12-01,9
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",1889,11066,"CMH",15016,"STL",2015,2040,25,25,1,1,10,2050,2056,3,2045,2059,14,14,0,0,0,"",66,409,NA,NA,NA,NA,NA,2022-12-01,20
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",2070,11066,"CMH",13232,"MDW",805,808,3,3,0,0,23,831,823,6,825,829,4,4,0,0,0,"",52,283,NA,NA,NA,NA,NA,2022-12-01,8
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",2135,11066,"CMH",10423,"AUS",1110,1106,-4,0,0,-1,8,1114,1258,8,1310,1306,-4,0,0,-1,0,"",164,1073,NA,NA,NA,NA,NA,2022-12-01,11
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",2252,11066,"CMH",14635,"RSW",715,714,-1,0,0,-1,8,722,928,4,955,932,-23,0,0,-2,0,"",126,930,NA,NA,NA,NA,NA,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",2553,11066,"CMH",13232,"MDW",1940,1934,-6,0,0,-1,10,1944,1934,4,1950,1938,-12,0,0,-1,0,"",50,283,NA,NA,NA,NA,NA,2022-12-01,19
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",2763,11066,"CMH",14107,"PHX",1220,1235,15,15,1,1,9,1244,1446,5,1445,1451,6,6,0,0,0,"",242,1670,NA,NA,NA,NA,NA,2022-12-01,12
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",3180,11066,"CMH",10397,"ATL",1920,1913,-7,0,0,-1,12,1925,2036,8,2050,2044,-6,0,0,-1,0,"",71,447,NA,NA,NA,NA,NA,2022-12-01,19
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",3318,11066,"CMH",11292,"DEN",605,602,-3,0,0,-1,20,622,709,6,735,715,-20,0,0,-2,0,"",167,1154,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",3349,11066,"CMH",14635,"RSW",2120,2114,-6,0,0,-1,8,2122,2323,3,2345,2326,-19,0,0,-2,0,"",121,930,NA,NA,NA,NA,NA,2022-12-01,21
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",3410,11066,"CMH",13232,"MDW",1150,1149,-1,0,0,-1,7,1156,1146,7,1205,1153,-12,0,0,-1,0,"",50,283,NA,NA,NA,NA,NA,2022-12-01,11
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",3473,11066,"CMH",10397,"ATL",610,612,2,2,0,0,9,621,725,6,755,731,-24,0,0,-2,0,"",64,447,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",36,11066,"CMH",12191,"HOU",1225,1225,0,0,0,0,8,1233,1405,4,1420,1409,-11,0,0,-1,0,"",152,1000,NA,NA,NA,NA,NA,2022-12-01,12
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",3601,11066,"CMH",13204,"MCO",1050,1047,-3,0,0,-1,12,1059,1252,5,1300,1257,-3,0,0,-1,0,"",113,802,NA,NA,NA,NA,NA,2022-12-01,10
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",3632,11066,"CMH",13232,"MDW",1620,1619,-1,0,0,-1,8,1627,1617,7,1635,1624,-11,0,0,-1,0,"",50,283,NA,NA,NA,NA,NA,2022-12-01,16
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",3801,11066,"CMH",15016,"STL",855,853,-2,0,0,-1,8,901,910,3,920,913,-7,0,0,-1,0,"",69,409,NA,NA,NA,NA,NA,2022-12-01,8
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",425,11066,"CMH",11278,"DCA",1345,1355,10,10,0,0,7,1402,1450,29,1500,1519,19,19,1,1,0,"",48,323,5,0,9,0,5,2022-12-01,13
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",4812,11066,"CMH",15304,"TPA",600,559,-1,0,0,-1,8,607,759,5,820,804,-16,0,0,-2,0,"",112,829,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",560,11066,"CMH",13204,"MCO",1935,1934,-1,0,0,-1,12,1946,2132,6,2150,2138,-12,0,0,-1,0,"",106,802,NA,NA,NA,NA,NA,2022-12-01,19
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",644,11066,"CMH",11697,"FLL",700,658,-2,0,0,-1,8,706,942,4,940,946,6,6,0,0,0,"",156,973,NA,NA,NA,NA,NA,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",669,11066,"CMH",15304,"TPA",2040,2043,3,3,0,0,8,2051,2241,4,2250,2245,-5,0,0,-1,0,"",110,829,NA,NA,NA,NA,NA,2022-12-01,20
2022,12,1,4,"12/1/2022 12:00:00 AM","WN",884,11066,"CMH",13204,"MCO",545,545,0,0,0,0,20,605,753,6,810,759,-11,0,0,-1,0,"",108,802,NA,NA,NA,NA,NA,2022-12-01,5
2022,12,1,4,"12/1/2022 12:00:00 AM","YV",6011,11066,"CMH",12264,"IAD",1943,1938,-5,0,0,-1,10,1948,2040,9,2105,2049,-16,0,0,-2,0,"",52,299,NA,NA,NA,NA,NA,2022-12-01,19
2022,12,1,4,"12/1/2022 12:00:00 AM","YV",6058,11066,"CMH",12264,"IAD",1448,1459,11,11,0,0,19,1518,1614,11,1609,1625,16,16,1,1,0,"",56,299,0,0,16,0,0,2022-12-01,14
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",3423,11066,"CMH",11618,"EWR",815,829,14,14,0,0,20,849,1009,7,1007,1016,9,9,0,0,0,"",80,463,NA,NA,NA,NA,NA,2022-12-01,8
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",3428,11066,"CMH",11618,"EWR",700,656,-4,0,0,-1,18,714,827,27,853,854,1,1,0,0,0,"",73,463,NA,NA,NA,NA,NA,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",3437,11066,"CMH",11618,"EWR",1306,1305,-1,0,0,-1,40,1345,1502,8,1505,1510,5,5,0,0,0,"",77,463,NA,NA,NA,NA,NA,2022-12-01,13
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",3564,11066,"CMH",11618,"EWR",1009,958,-11,0,0,-1,11,1009,1118,37,1202,1155,-7,0,0,-1,0,"",69,463,NA,NA,NA,NA,NA,2022-12-01,10
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",3600,11066,"CMH",11618,"EWR",1557,1623,26,26,1,1,19,1642,1755,22,1759,1817,18,18,1,1,0,"",73,463,0,0,18,0,0,2022-12-01,15
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4433,11066,"CMH",12953,"LGA",1609,1559,-10,0,0,-1,12,1611,1729,8,1755,1737,-18,0,0,-2,0,"",78,479,NA,NA,NA,NA,NA,2022-12-01,16
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4561,11066,"CMH",12953,"LGA",800,756,-4,0,0,-1,27,823,936,7,950,943,-7,0,0,-1,0,"",73,479,NA,NA,NA,NA,NA,2022-12-01,8
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4595,11066,"CMH",10721,"BOS",838,835,-3,0,0,-1,9,844,1014,5,1034,1019,-15,0,0,-1,0,"",90,640,NA,NA,NA,NA,NA,2022-12-01,8
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4604,11066,"CMH",12953,"LGA",1743,1740,-3,0,0,-1,34,1814,1934,6,1929,1940,11,11,0,0,0,"",80,479,NA,NA,NA,NA,NA,2022-12-01,17
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4623,11066,"CMH",11278,"DCA",1216,1207,-9,0,0,-1,10,1217,1307,5,1342,1312,-30,0,0,-2,0,"",50,323,NA,NA,NA,NA,NA,2022-12-01,12
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4635,11066,"CMH",12478,"JFK",1452,1447,-5,0,0,-1,24,1511,1632,6,1644,1638,-6,0,0,-1,0,"",81,483,NA,NA,NA,NA,NA,2022-12-01,14
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4685,11066,"CMH",12478,"JFK",1921,1911,-10,0,0,-1,16,1927,2053,11,2113,2104,-9,0,0,-1,0,"",86,483,NA,NA,NA,NA,NA,2022-12-01,19
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4702,11066,"CMH",11278,"DCA",1934,1932,-2,0,0,-1,11,1943,2034,14,2100,2048,-12,0,0,-1,0,"",51,323,NA,NA,NA,NA,NA,2022-12-01,19
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4707,11066,"CMH",12953,"LGA",1241,1235,-6,0,0,-1,17,1252,1405,7,1427,1412,-15,0,0,-1,0,"",73,479,NA,NA,NA,NA,NA,2022-12-01,12
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4739,11066,"CMH",12478,"JFK",712,706,-6,0,0,-1,23,729,850,10,910,900,-10,0,0,-1,0,"",81,483,NA,NA,NA,NA,NA,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4757,11066,"CMH",10721,"BOS",1815,1812,-3,0,0,-1,10,1822,1950,7,2007,1957,-10,0,0,-1,0,"",88,640,NA,NA,NA,NA,NA,2022-12-01,18
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4799,11066,"CMH",12953,"LGA",605,555,-10,0,0,-1,34,629,748,5,757,753,-4,0,0,-1,0,"",79,479,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",4808,11066,"CMH",12478,"JFK",938,932,-6,0,0,-1,23,955,1112,8,1130,1120,-10,0,0,-1,0,"",77,483,NA,NA,NA,NA,NA,2022-12-01,9
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",5591,11066,"CMH",11433,"DTW",1408,1401,-7,0,0,-1,12,1413,1450,7,1516,1457,-19,0,0,-2,0,"",37,155,NA,NA,NA,NA,NA,2022-12-01,14
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",5598,11066,"CMH",12953,"LGA",615,607,-8,0,0,-1,13,620,735,10,756,745,-11,0,0,-1,0,"",75,479,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",5618,11066,"CMH",10721,"BOS",1759,1756,-3,0,0,-1,10,1806,1935,12,2001,1947,-14,0,0,-1,0,"",89,640,NA,NA,NA,NA,NA,2022-12-01,17
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",5649,11066,"CMH",10721,"BOS",600,557,-3,0,0,-1,7,604,733,25,755,758,3,3,0,0,0,"",89,640,NA,NA,NA,NA,NA,2022-12-01,6
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",5760,11066,"CMH",12953,"LGA",713,706,-7,0,0,-1,12,718,833,14,859,847,-12,0,0,-1,0,"",75,479,NA,NA,NA,NA,NA,2022-12-01,7
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",5822,11066,"CMH",12953,"LGA",911,906,-5,0,0,-1,7,913,1034,9,1059,1043,-16,0,0,-2,0,"",81,479,NA,NA,NA,NA,NA,2022-12-01,9
2022,12,1,4,"12/1/2022 12:00:00 AM","YX",5858,11066,"CMH",12953,"LGA",1510,1506,-4,0,0,-1,9,1515,1631,13,1657,1644,-13,0,0,-1,0,"",76,479,NA,NA,NA,NA,NA,2022-12-01,15
